,0,1,2,3,4,5,6
7266,8993.0,Герасимов Давид Петрович,09-06-1982,Хромова Варвара Леоновна,09-10-1991,28-11-2021,7248
7267,8345.0,Пантелеев Максим Алексеевич,27-12-1983,Смирнова Екатерина Михайловна,23-06-1990,12-01-2023,7248
7268,7176.0,Пантелеев Максим Алексеевич,14-06-1995,Князева Валерия Ивановна,25-08-1982,18-08-2023,7248
7269,4330.0,Егоров Максим Даниилович,07-11-1980,Борисова София Фёдоровна,09-07-1996,05-06-2018,7249
7270,6680.0,Новиков Андрей Денисович,24-01-1990,Морозова Ева Данииловна,04-02-1980,26-05-2021,7249
7271,2477.0,Волков Герман Степанович,27-05-1993,Кузьмина Айлин Степановна,03-05-1997,11-06-2018,7250
7272,7772.0,Гусев Богдан Александрович,11-02-1996,Львова Дарина Марковна,20-04-1991,06-10-2020,7250
7273,8740.0,Колесов Адам Петрович,13-10-1981,Иванова Анна Григорьевна,22-05-1989,10-12-2020,7251
7274,8929.0,Макаров Тимур Артёмович,28-05-1986,Ильина Вероника Олеговна,22-03-1992,15-12-2019,7251
7275,4606.0,Колесов Адам Петрович,07-08-1995,Морозова Дарина Артёмовна,14-12-1980,16-05-2023,7252
7276,7892.0,Родионов Михаил Дмитриевич,09-08-1998,Казакова Арина Александровна,17-06-1985,03-08-2022,7252
7277,5385.0,Васильев Егор Тимофеевич,06-08-1988,Дементьева Екатерина Никитична,13-01-1998,26-10-2021,7255
7278,1179.0,Жуков Андрей Петрович,29-04-1991,Богомолова Лидия Вячеславовна,25-08-1996,24-03-2021,7255
7279,1646.0,Жуков Андрей Петрович,05-12-1991,Борисова Вероника Савельевна,11-04-1981,09-10-2018,7256
7280,4577.0,Гусев Станислав Викторович,09-03-1993,Михеева Аделина Елисеевна,24-08-1997,15-12-2018,7257
7281,2936.0,Ильин Матвей Максимович,19-05-1985,Смирнова Дарья Леонидовна,17-04-1992,29-08-2021,7257
7282,5679.0,Симонов Савва Дмитриевич,26-01-1998,Иванова Дарья Сергеевна,19-08-1994,01-10-2019,7257
7283,536.0,Медведев Александр Платонович,24-10-1983,Дроздова Марина Михайловна,02-02-1990,08-07-2018,7259
7284,2086.0,Буров Дмитрий Лукич ,09-08-1981,Крылова Елизавета Владиславовна,11-06-1996,15-08-2022,7260
7285,144.0,Поликарпов Даниил Петрович,24-03-1991,Дроздова Марина Михайловна,21-01-1981,02-12-2018,7261
7286,2013.0,Кочетков Андрей Леонидович,17-06-1981,Петрова Аделина Данииловна,24-12-1991,06-05-2018,7262
7287,4392.0,Суворов Матвей Богданович,08-05-1990,Иванова Алиса Тихоновна,27-04-1997,05-01-2018,7262
7288,4961.0,Князев Марк Вадимович,22-07-1980,Баранова Дарья Владимировна,01-08-1998,18-02-2023,7263
7289,3898.0,Макаров Давид Артурович,22-02-1988,Мартынова Полина Ивановна,01-05-1995,19-12-2021,7263
7290,4669.0,Царев Мартин Андреевич,25-07-1989,Ершова София Максимовна,10-06-1989,01-03-2022,7263
7291,6386.0,Осипов Дмитрий Платонович,25-05-1984,Кошелева Эмилия Максимовна,15-04-1986,24-06-2022,7266
7292,8596.0,Симонов Савва Дмитриевич,22-09-1981,Григорьева Ксения Данииловна,21-10-1986,11-08-2023,7266
7293,5530.0,Ширяев Кирилл Ильич,19-08-1994,Григорьева Алиса Марковна,19-04-1994,13-03-2020,7266
7294,9101.0,Воронин Савелий Иванович,03-12-1984,Назарова Ульяна Арсеновна,21-04-1980,19-05-2022,7267
7295,2385.0,Воронин Савелий Иванович,02-01-1983,Борисова София Фёдоровна,24-12-1986,04-11-2020,7268
7296,1550.0,Яковлев Даниил Георгиевич,26-01-1991,Климова Александра Артемьевна,26-08-1991,17-04-2021,7268
7297,8132.0,Власов Андрей Семёнович,12-02-1990,Дементьева Екатерина Лукинична,16-07-1993,27-05-2019,7269
7298,2839.0,Левин Артемий Степанович,31-03-1996,Князева Валерия Ивановна,08-02-1993,12-08-2023,7269
7299,3948.0,Пименов Демид Валерьевич,03-04-1985,Лебедева Мария Егоровна,15-04-1993,21-04-2019,7269
7300,125.0,Сергеев Андрей Иванович,11-07-1992,Андреева Варвара Арсентьевна,17-02-1984,24-06-2022,7269
7301,3737.0,Сергеев Марк Алиевич,02-07-1981,Смирнова Стефания Всеволодовна,13-03-1986,31-07-2019,7270
7302,1216.0,Воробьев Савва Павлович,05-03-1991,Смирнова Екатерина Михайловна,12-10-1983,17-01-2019,7272
7303,1429.0,Иванов Даниил Сергеевич,03-06-1995,Кудряшова Полина Алиевна,12-01-1981,04-12-2023,7273
7304,2990.0,Дегтярев Илья Тимофеевич,26-10-1985,Смирнова Екатерина Михайловна,14-11-1991,14-11-2018,7276
7305,5150.0,Попов Вячеслав Михайлович,31-01-1988,Нечаева Алёна Александровна,07-02-1987,10-09-2019,7276
7306,242.0,Смирнов Степан Константинович,14-03-1985,Макарова София Тимофеевна,04-12-1989,13-07-2023,7280
7307,7471.0,Белов Евгений Артёмович,22-05-1982,Панина Таисия Денисовна,02-09-1993,23-04-2020,7283
7308,9136.0,Сергеев Андрей Иванович,16-12-1982,Зайцева Ксения Артемьевна,07-04-1987,11-12-2020,7284
7309,5792.0,Васильев Егор Тимофеевич,08-03-1990,Вавилова Маргарита Никитична,28-06-1988,25-06-2021,7285
7310,4693.0,Муравьев Тимур Андреевич,04-02-1997,Борисова София Фёдоровна,22-05-1994,17-09-2020,7285
7311,8248.0,Васильев Давид Тимофеевич,20-04-1988,Назарова Ульяна Арсеновна,11-12-1995,20-02-2020,7286
7312,7496.0,Миронов Фёдор Григорьевич,25-04-1986,Григорьева Ксения Данииловна,05-02-1999,30-04-2021,7291
7313,1861.0,Воробьев Савва Павлович,24-08-1982,Зайцева Виктория Никитична,20-11-1990,24-02-2019,7293
7314,9104.0,Егоров Максим Даниилович,19-12-1994,Кошелева Эмилия Максимовна,24-06-1997,11-08-2021,7293
7315,9248.0,Пименов Демид Валерьевич,26-02-1990,Розанова Виктория Кирилловна,19-05-1991,11-11-2022,7293
7316,7579.0,Данилов Владимир Егорович,22-02-1983,Назарова Алина Михайловна,22-05-1980,17-03-2019,7295
7317,1472.0,Казанцев Марк Назарович,25-10-1992,Хромова Варвара Леоновна,29-05-1990,12-05-2020,7295
7318,297.0,Пименов Демид Валерьевич,01-04-1984,Лукина Арина Кирилловна,21-10-1997,10-03-2022,7295
7319,9519.0,Смирнов Дамир Даниилович,18-03-1985,Казакова Арина Александровна,14-02-1996,16-01-2023,7296
7320,8659.0,Воробьев Савва Павлович,19-04-1987,Кузнецова Ксения Вячеславовна,13-06-1998,21-05-2018,7297
7321,2193.0,Воронин Савелий Иванович,02-04-1984,Иванова Дарья Сергеевна,10-11-1997,11-03-2021,7297
7322,9.0,Васильев Павел Артёмович,07-11-1996,Князева Валерия Ивановна,18-03-1992,08-10-2021,7298
7323,5687.0,Буров Дмитрий Лукич ,11-11-1995,Кузьмина Айлин Степановна,04-10-1999,27-04-2019,7299
7324,2574.0,Власов Андрей Семёнович,30-10-1987,Куликова Дарья Георгиевна,18-11-1995,19-09-2020,7299
7325,7921.0,Фомин Лев Александрович,13-02-1993,Михайлова София Алексеевна,12-01-1981,14-09-2021,7299
7326,4908.0,Власов Денис Степанович,19-01-1983,Медведева София Ильинична,18-04-1998,25-02-2018,7301
7327,1603.0,Булгаков Иван Владимирович,18-11-1991,Куликова Мелания Платоновна,06-10-1990,23-11-2020,7302
7328,5097.0,Фетисов Кирилл Артемьевич,09-04-1987,Петровская Ева Егоровна,29-11-1985,24-11-2020,7303
7329,8820.0,Фомин Лев Александрович,15-12-1989,Макарова София Тимофеевна,21-03-1990,14-04-2023,7303
7330,1498.0,Пантелеев Максим Алексеевич,02-06-1997,Пахомова Майя Никитична,13-02-1980,20-10-2020,7304
7331,4411.0,Горбачев Александр Тихонович,28-07-1992,Куликова Дарья Георгиевна,16-11-1988,23-05-2022,7307
7332,6289.0,Гусев Станислав Викторович,22-07-1986,Ильина Вероника Олеговна,08-07-1983,15-04-2021,7307
7333,2760.0,Давыдов Иван Матвеевич,23-08-1998,Дементьева Екатерина Лукинична,16-06-1995,17-01-2020,7307
7334,2188.0,Иванов Даниил Сергеевич,30-01-1980,Емельянова Арина Артёмовна,06-07-1981,13-09-2018,7308
7335,4055.0,Королев Владимир Даниилович,13-10-1987,Кошелева Эмилия Максимовна,24-08-1993,13-10-2018,7310
7336,4825.0,Попов Степан Кириллович,12-05-1987,Борисова Вероника Савельевна,11-12-1980,20-02-2022,7310
7337,9764.0,Герасимов Давид Петрович,23-05-1981,Лебедева Мария Егоровна,15-09-1994,09-03-2021,7311
7338,9376.0,Васильев Егор Тимофеевич,15-09-1981,Панина Таисия Денисовна,12-05-1984,06-09-2021,7312
7339,7919.0,Смирнов Лев Михайлович,30-01-1981,Львова Дарина Марковна,22-05-1998,23-05-2023,7312
7340,8483.0,Шестаков Константин Степанович,27-11-1994,Куликова Дарья Георгиевна,09-04-1981,05-04-2020,7315
7341,6180.0,Муратов Вячеслав Дмитриевич,25-01-1998,Тихомирова Ксения Львовна,13-12-1990,14-01-2022,7318
7342,8152.0,Беляков Матвей Егорович,08-01-1986,Павлова Александра Ярославовна,20-07-1999,09-11-2021,7321
7343,3734.0,Сергеев Андрей Иванович,15-03-1985,Смирнова Дарья Леонидовна,08-09-1984,25-05-2019,7321
7344,875.0,Казаков Марк Михайлович,27-02-1984,Антипова София Игоревна,26-12-1982,21-01-2020,7323
7345,166.0,Филатов Лука Андреевич,01-05-1999,Самсонова Виктория Степановна,11-05-1996,13-06-2018,7325
7346,5900.0,Казаков Марк Михайлович,09-06-1986,Борисова София Фёдоровна,25-02-1998,17-09-2021,7326
7347,3920.0,Колесов Адам Петрович,20-12-1992,Вавилова Маргарита Никитична,13-08-1992,21-04-2020,7327
7348,6956.0,Родионов Михаил Дмитриевич,04-01-1987,Куликова Дарья Георгиевна,03-10-1996,27-03-2022,7331
7349,4834.0,Родионов Михаил Дмитриевич,03-03-1987,Львова Дарина Марковна,26-02-1995,28-11-2019,7332
7350,7976.0,Белоусов Фёдор Даниилович,07-02-1982,Козлова Ясмина Михайловна,29-09-1998,31-07-2018,7335
7351,9658.0,Ширяев Кирилл Ильич,26-10-1983,Павлова Агата Савельевна,18-05-1990,17-07-2020,7335
7352,7309.0,Иванов Даниил Сергеевич,24-10-1992,Петровская Амира Тимофеевна,08-05-1998,26-07-2022,7336
7353,2944.0,Князев Марк Вадимович,15-06-1985,Смирнова Ясмина Ивановна,22-02-1992,22-07-2018,7338
7354,1655.0,Белоусов Фёдор Даниилович,02-03-1980,Иванова Дарья Сергеевна,14-06-1982,21-05-2020,7339
7355,8984.0,Иванов Иван Макарович,30-11-1996,Крылова Елизавета Владиславовна,15-01-1993,29-06-2022,7340
7356,508.0,Петров Матвей Юрьевич,03-10-1983,Тихомирова Ксения Львовна,12-11-1990,16-04-2021,7340
7357,6407.0,Данилов Владимир Егорович,23-01-1983,Бабушкина Амина Давидовна,17-08-1980,08-09-2023,7341
7358,5158.0,Романов Вячеслав Савельевич,29-04-1987,Маркова Мария Леоновна,28-12-1988,06-02-2018,7341
7359,2699.0,Смирнов Дмитрий Григорьевич,28-09-1995,Суворова Стефания Артёмовна,25-10-1991,26-01-2020,7342
7360,4936.0,Новиков Андрей Денисович,16-10-1980,Медведева София Ильинична,09-05-1984,21-01-2019,7343
7361,5871.0,Титов Артур Артёмович,17-06-1989,Колосова Виктория Дмитриевна,21-03-1997,01-08-2022,7343
7362,6208.0,Воронин Савелий Иванович,04-04-1998,Михеева Аделина Елисеевна,13-06-1987,13-09-2021,7344
7363,6026.0,Иванов Владимир Владиславович,20-06-1985,Савельева София Мироновна,23-03-1992,15-05-2022,7344
7364,826.0,Михайлов Артём Андреевич,11-04-1994,Лебедева Мария Егоровна,29-10-1986,14-07-2022,7345
7365,5297.0,Фомин Лев Александрович,31-10-1993,Куликова Дарья Георгиевна,21-12-1986,10-09-2020,7345
7366,1465.0,Винокуров Кирилл Алиевич,03-05-1982,Колосова Виктория Дмитриевна,28-05-1983,09-04-2022,7347
7367,6446.0,Воробьев Савва Павлович,20-08-1981,Борисова Вероника Савельевна,16-10-1991,26-12-2022,7348
7368,7420.0,Ильин Матвей Максимович,05-05-1986,Михайлова София Алексеевна,18-05-1984,02-12-2021,7348
7369,1071.0,Шестаков Константин Степанович,20-01-1993,Дроздова Марина Михайловна,25-10-1980,09-01-2023,7348
7370,56.0,Кононов Виктор Максимович,30-12-1991,Алексеева Ульяна Тимофеевна,16-02-1996,15-06-2021,7349
7371,48.0,Белоусов Фёдор Даниилович,25-02-1991,Пирогова Агата Ивановна,28-08-1993,02-11-2020,7350
7372,6879.0,Васильев Давид Тимофеевич,04-09-1981,Морозова Дарина Артёмовна,17-08-1981,22-03-2020,7352
7373,8111.0,Егоров Максим Даниилович,28-04-1980,Крылова Елизавета Владиславовна,01-12-1999,07-08-2018,7352
7374,1705.0,Булгаков Иван Владимирович,10-03-1981,Смирнова Стефания Всеволодовна,16-11-1992,04-02-2021,7354
7375,7533.0,Горшков Егор Артёмович,31-05-1991,Медведева София Ильинична,25-07-1990,19-09-2021,7354
7376,5179.0,Гусев Станислав Викторович,21-09-1995,Борисова Вероника Савельевна,16-04-1991,06-07-2022,7354
7377,9691.0,Макаров Давид Артурович,11-10-1992,Толкачева Софья Ивановна,20-04-1981,05-05-2023,7355
7378,7668.0,Осипов Максим Максимович,04-02-1984,Кузьмина Айлин Степановна,29-03-1981,08-05-2022,7355
7379,8681.0,Поликарпов Даниил Петрович,29-01-1986,Назарова Вероника Платоновна,24-12-1984,27-12-2020,7356
7380,8960.0,Иванов Владимир Владиславович,17-10-1983,Вавилова Маргарита Никитична,28-12-1980,03-06-2022,7358
7381,3421.0,Князев Марк Вадимович,01-11-1984,Григорьева Ксения Данииловна,03-05-1990,30-06-2019,7358
7382,5026.0,Ширяев Кирилл Ильич,05-02-1998,Львова Дарина Марковна,05-10-1989,07-04-2020,7358
7383,5408.0,Герасимов Давид Петрович,28-08-1997,Козлова Ясмина Михайловна,21-06-1999,10-04-2021,7359
7384,9924.0,Власов Денис Степанович,02-08-1989,Григорьева Алиса Марковна,23-10-1987,29-03-2023,7360
7385,1681.0,Королев Владимир Даниилович,12-10-1987,Кудряшова Полина Алиевна,24-08-1981,10-08-2018,7361
7386,4550.0,Симонов Савва Дмитриевич,25-05-1988,Комарова Мария Михайловна,20-08-1997,07-03-2022,7361
7387,8250.0,Муратов Вячеслав Дмитриевич,12-10-1981,Нечаева Алёна Александровна,22-09-1985,09-02-2021,7363
7388,8424.0,Воронин Савелий Иванович,26-01-1989,Борисова Вероника Савельевна,02-09-1984,05-06-2023,7366
7389,1976.0,Ильин Матвей Максимович,29-10-1984,Кононова Алина Георгиевна,06-08-1988,01-09-2019,7367
7390,9817.0,Титов Артур Артёмович,30-03-1988,Комарова Мария Михайловна,12-06-1995,27-02-2022,7367
7391,4421.0,Васильев Егор Тимофеевич,31-12-1992,Колесникова Злата Никитична,30-03-1984,19-05-2022,7368
7392,6266.0,Поликарпов Даниил Петрович,01-04-1986,Мартынова Полина Ивановна,02-01-1993,07-03-2020,7369
7393,5386.0,Воробьев Савва Павлович,11-09-1981,Назарова Ульяна Арсеновна,28-02-1981,12-12-2020,7370
7394,7415.0,Сорокин Артём Даниилович,12-12-1987,Иванова Анна Григорьевна,28-01-1985,27-03-2018,7370
7395,866.0,Молчанов Иван Максимович,19-01-1995,Смирнова Ясмина Ивановна,20-07-1999,27-12-2023,7371
7396,8729.0,Кочетков Андрей Леонидович,24-10-1989,Латышева Злата Михайловна,12-12-1990,23-10-2019,7372
7397,8386.0,Сорокин Артём Даниилович,25-09-1995,Вишневская Алисия Андреевна,12-05-1984,19-08-2023,7373
7398,6783.0,Кононов Виктор Максимович,15-07-1990,Зайцева Вероника Саввична,28-07-1997,09-04-2021,7375
7399,5829.0,Лебедев Тимур Максимович,02-04-1980,Петровская Ева Егоровна,03-04-1996,26-03-2018,7376
7400,3210.0,Данилов Владимир Егорович,11-07-1999,Баранова Дарья Владимировна,13-03-1980,28-08-2021,7377
7401,3284.0,Ильин Матвей Максимович,12-05-1991,Медведева София Ильинична,26-04-1999,21-09-2023,7377
7402,6418.0,Князев Марк Вадимович,03-11-1990,Павловская Вероника Владимировна,23-11-1989,07-06-2020,7377
7403,9318.0,Осипов Дмитрий Платонович,14-02-1984,Михеева Аделина Елисеевна,05-01-1995,28-03-2023,7377
7404,2949.0,Филатов Лука Андреевич,30-01-1995,Суворова Стефания Артёмовна,08-07-1989,28-09-2022,7380
7405,8027.0,Фомин Лев Александрович,04-12-1998,Трофимова Ангелина Матвеевна,29-06-1992,14-05-2021,7381
7406,8168.0,Хромов Кирилл Александрович,02-03-1992,Семенова Анна Кирилловна,28-09-1989,22-10-2019,7382
7407,4907.0,Степанов Андрей Григорьевич,22-11-1992,Петрова Аделина Данииловна,22-04-1989,18-11-2018,7384
7408,2690.0,Хромов Кирилл Александрович,15-01-1988,Емельянова Арина Артёмовна,15-04-1987,06-07-2022,7384
7409,6153.0,Сорокин Артём Даниилович,11-02-1991,Вишневская Алисия Андреевна,04-03-1983,11-05-2022,7386
7410,8849.0,Кочетков Андрей Леонидович,09-04-1989,Зайцева Вероника Саввична,02-01-1985,15-03-2022,7387
7411,2148.0,Новиков Даниил Матвеевич,19-05-1984,Павловская Вероника Владимировна,25-12-1986,28-05-2022,7387
7412,5782.0,Яковлев Даниил Георгиевич,06-12-1998,Лаврентьева Таисия Артёмовна,28-09-1997,04-01-2022,7390
7413,91.0,Беляков Матвей Егорович,01-09-1994,Головина Анисия Михайловна,11-11-1992,01-02-2019,7392
7414,8123.0,Иванов Иван Макарович,16-11-1993,Нечаева Алёна Александровна,21-05-1988,04-09-2019,7393
7415,738.0,Дмитриев Тимофей Михайлович,15-08-1988,Иванова Дарья Сергеевна,09-07-1988,30-11-2018,7394
7416,6410.0,Иванов Михаил Сергеевич,16-12-1988,Зайцева Вероника Саввична,15-01-1999,29-03-2020,7394
7417,298.0,Королев Владимир Даниилович,18-06-1980,Морозова Дарина Артёмовна,24-12-1986,21-12-2020,7394
7418,4427.0,Беляков Матвей Егорович,24-04-1980,Семенова Анна Кирилловна,09-09-1981,11-10-2018,7395
7419,3964.0,Давыдов Иван Матвеевич,09-09-1989,Баранова Дарья Владимировна,03-12-1980,21-05-2021,7395
7420,9606.0,Смирнов Матвей Максимович,19-02-1995,Козлова Мария Алексеевна,07-01-1985,26-07-2022,7395
7421,2933.0,Данилов Владимир Егорович,20-06-1980,Дроздова Марина Михайловна,07-12-1980,21-07-2021,7396
7422,4467.0,Булгаков Иван Владимирович,01-12-1991,Вишневская Алисия Андреевна,15-08-1989,12-01-2019,7397
7423,4090.0,Васильев Давид Тимофеевич,19-11-1992,Медведева София Ильинична,09-02-1986,22-10-2019,7397
7424,2350.0,Власов Андрей Семёнович,09-11-1993,Васильева Полина Михайловна,25-08-1996,23-02-2020,7397
7425,1224.0,Фомин Лев Александрович,19-03-1991,Назарова Алина Михайловна,18-04-1996,23-04-2023,7397
7426,7850.0,Сергеев Марк Алиевич,23-11-1990,Бабушкина Амина Давидовна,16-05-1983,27-08-2023,7399
7427,6434.0,Новиков Виктор Маркович,24-06-1995,Зайцева Ксения Артемьевна,24-03-1986,22-11-2018,7400
7428,7186.0,Кочетков Андрей Леонидович,14-10-1998,Назарова Вероника Платоновна,28-10-1992,17-05-2021,7402
7429,3190.0,Сергеев Андрей Иванович,06-01-1980,Лебедева Мария Егоровна,02-09-1990,24-10-2021,7402
7430,5140.0,Аникин Фёдор Степанович,11-12-1990,Петровская Амира Тимофеевна,26-09-1997,06-07-2021,7405
7431,3641.0,Васильев Егор Тимофеевич,28-09-1981,Розанова Виктория Кирилловна,25-10-1983,02-04-2022,7405
7432,8441.0,Кононов Виктор Максимович,05-09-1992,Григорьева Алиса Марковна,19-03-1995,22-12-2020,7405
7433,8429.0,Смирнов Степан Константинович,05-09-1985,Смирнова Стефания Всеволодовна,25-08-1990,17-05-2018,7405
7434,1864.0,Попов Вячеслав Михайлович,10-05-1993,Кочеткова Полина Робертовна,05-06-1981,15-02-2018,7407
7435,6996.0,Смирнов Степан Константинович,12-04-1995,Латышева Злата Михайловна,10-03-1997,20-02-2018,7408
7436,7495.0,Попов Вячеслав Михайлович,26-02-1997,Кузнецова Ксения Вячеславовна,14-07-1995,13-07-2023,7409
7437,8442.0,Королев Владимир Даниилович,23-05-1999,Суворова Стефания Артёмовна,01-11-1993,18-05-2023,7411
7438,5343.0,Михайлов Артём Андреевич,13-01-1987,Козлова Ясмина Михайловна,03-06-1980,17-04-2021,7412
7439,1782.0,Ширяев Кирилл Ильич,21-06-1991,Петрова Юлия Никитична,17-01-1986,07-08-2023,7413
7440,9649.0,Кононов Виктор Максимович,15-06-1999,Суворова Стефания Артёмовна,02-02-1983,16-03-2018,7414
7441,4225.0,Муравьев Тимур Андреевич,25-06-1983,Иванова Алиса Тихоновна,15-09-1980,07-07-2021,7414
7442,5636.0,Осипов Максим Максимович,29-12-1984,Семенова Анна Кирилловна,20-09-1980,05-04-2022,7416
7443,1101.0,Фомин Лев Александрович,03-08-1992,Крылова Елизавета Владиславовна,01-04-1993,09-11-2022,7417
7444,1427.0,Воронин Савелий Иванович,02-06-1990,Куликова Дарья Георгиевна,29-07-1994,03-05-2022,7419
7445,3864.0,Медведев Александр Платонович,18-08-1999,Андреева Варвара Арсентьевна,06-12-1983,04-05-2018,7419
7446,4277.0,Гусев Станислав Викторович,11-02-1986,Добрынина Милана Данииловна,23-07-1997,20-02-2019,7420
7447,3556.0,Иванов Иван Макарович,30-06-1985,Седова София Игоревна,11-08-1994,03-05-2020,7420
7448,4400.0,Ширяев Кирилл Ильич,18-01-1993,Козлова Ясмина Михайловна,09-07-1992,19-04-2018,7420
7449,4080.0,Муравьев Тимур Андреевич,06-12-1980,Добрынина Милана Данииловна,03-12-1999,10-10-2018,7421
7450,9355.0,Ширяев Кирилл Ильич,09-08-1981,Куликова Мелания Платоновна,17-03-1980,28-12-2019,7422
7451,6818.0,Власов Андрей Семёнович,08-04-1980,Климова Александра Артемьевна,05-10-1997,04-10-2021,7423
7452,9963.0,Петров Матвей Юрьевич,15-04-1993,Емельянова Арина Артёмовна,15-08-1988,15-04-2021,7423
7453,1505.0,Попов Вячеслав Михайлович,05-10-1990,Васильева Полина Михайловна,31-07-1987,30-12-2023,7423
7454,5377.0,Булгаков Иван Владимирович,10-06-1996,Головина Анисия Михайловна,15-05-1999,01-07-2022,7424
7455,9886.0,Винокуров Степан Николаевич,21-01-1994,Пахомова Майя Никитична,01-01-1994,05-09-2023,7424
7456,1118.0,Медведев Александр Платонович,25-12-1989,Павлова Александра Ярославовна,02-12-1989,11-09-2022,7425
7457,1125.0,Смирнов Степан Константинович,12-09-1996,Львова Дарина Марковна,10-09-1992,24-09-2021,7425
7458,5157.0,Мельников Арсений Данилович,14-02-1989,Князева Валерия Ивановна,30-12-1992,10-05-2021,7429
7459,8186.0,Симонов Савва Дмитриевич,04-05-1995,Панина Таисия Денисовна,08-10-1986,23-03-2018,7432
7460,6586.0,Егоров Максим Даниилович,03-09-1982,Григорьева Алиса Марковна,23-08-1989,19-05-2018,7433
7461,1805.0,Федоров Вячеслав Юрьевич,05-12-1998,Алексеева Ульяна Тимофеевна,30-12-1991,26-05-2018,7433
7462,8221.0,Данилов Владимир Егорович,07-05-1998,Головина Анисия Михайловна,10-03-1994,12-05-2019,7435
7463,2868.0,Суворов Матвей Богданович,15-01-1991,Григорьева Алиса Марковна,12-01-1980,16-01-2021,7436
7464,8321.0,Васильев Давид Тимофеевич,28-09-1982,Колесникова Злата Никитична,06-11-1992,10-01-2023,7437
7465,8634.0,Новиков Андрей Денисович,11-03-1992,Комарова Мария Михайловна,29-02-1980,29-05-2023,7438
7466,8699.0,Константинов Артемий Викторович,05-08-1988,Панина Таисия Денисовна,12-05-1990,12-06-2022,7439
7467,7611.0,Власов Андрей Семёнович,10-02-1983,Алексеева Ульяна Тимофеевна,28-12-1995,03-07-2019,7442
7468,5694.0,Власов Денис Степанович,17-09-1998,Петровская Ева Егоровна,31-08-1985,09-05-2023,7444
7469,4542.0,Новиков Даниил Матвеевич,30-11-1990,Князева Валерия Ивановна,12-03-1982,24-03-2019,7444
7470,7619.0,Шестаков Константин Степанович,08-07-1982,Алексеева Арина Матвеевна,16-05-1991,25-05-2022,7444
7471,9251.0,Соловьев Илья Денисович,28-03-1983,Николаева Алиса Григорьевна,01-01-1986,22-02-2019,7446
7472,1614.0,Круглов Роман Максимович,21-06-1992,Зайцева Вероника Саввична,30-01-1991,23-03-2018,7447
7473,2765.0,Овчинников Владимир Алексеевич,11-11-1996,Головина Анисия Михайловна,28-01-1980,11-10-2019,7448
7474,5547.0,Беляков Матвей Егорович,25-07-1997,Медведева София Ильинична,18-10-1994,18-07-2019,7449
7475,6065.0,Дмитриев Тимофей Михайлович,02-10-1991,Алексеева Арина Матвеевна,11-10-1994,22-05-2020,7449
7476,1971.0,Медведев Александр Платонович,25-03-1998,Андреева Варвара Арсентьевна,08-04-1989,29-12-2019,7449
7477,2750.0,Кононов Виктор Максимович,31-08-1984,Кузнецова Ксения Вячеславовна,13-01-1983,24-12-2022,7452
7478,8004.0,Осипов Дмитрий Платонович,14-01-1993,Мартынова Полина Ивановна,31-03-1982,05-04-2019,7453
7479,647.0,Иванов Даниил Сергеевич,23-08-1998,Дроздова Марина Михайловна,08-03-1992,06-10-2019,7459
7480,9751.0,Соловьев Илья Денисович,02-01-1982,Зайцева Ксения Артемьевна,10-03-1985,30-04-2022,7460
7481,8193.0,Дегтярев Илья Тимофеевич,20-07-1983,Крылова Елизавета Владиславовна,15-03-1995,12-01-2021,7463
7482,8469.0,Воронин Савелий Иванович,22-02-1996,Назарова Ульяна Арсеновна,06-05-1981,01-10-2022,7464
7483,7941.0,Иванов Даниил Сергеевич,13-01-1986,Петрова Юлия Никитична,06-02-1997,26-01-2018,7464
7484,8385.0,Осипов Максим Максимович,19-11-1991,Ильина Вероника Олеговна,18-05-1980,31-05-2020,7465
7485,337.0,Родионов Михаил Дмитриевич,31-05-1987,Вавилова Маргарита Никитична,16-11-1995,04-12-2022,7466
7486,1538.0,Васильев Егор Тимофеевич,31-05-1992,Смирнова Екатерина Михайловна,12-02-1998,09-08-2020,7467
7487,8377.0,Дегтярев Илья Тимофеевич,25-03-1994,Архипова Варвара Макаровна,14-05-1997,21-10-2020,7467
7488,6529.0,Ефремов Дмитрий Всеволодович,06-12-1983,Кузьмина Айлин Степановна,12-03-1981,03-12-2020,7469
7489,5015.0,Волков Герман Степанович,07-02-1985,Комарова Мария Михайловна,27-08-1990,20-09-2018,7470
7490,8692.0,Муравьев Тимур Андреевич,07-09-1984,Назарова Ульяна Арсеновна,31-08-1993,18-05-2018,7472
7491,8539.0,Соловьев Илья Денисович,23-02-1997,Кузьмина Айлин Степановна,25-01-1992,16-09-2019,7472
7492,4093.0,Филатов Лука Андреевич,24-09-1996,Назарова Алина Михайловна,26-12-1995,08-04-2023,7472
7493,1285.0,Воробьев Савва Павлович,28-12-1995,Панина Таисия Денисовна,06-01-1993,22-05-2023,7474
7494,8189.0,Корчагин Даниил Борисович,05-07-1988,Медведева София Ильинична,26-01-1987,20-02-2020,7477
7495,4053.0,Калачев Всеволод Леонидович,25-02-1990,Алексеева Арина Матвеевна,22-10-1996,09-07-2020,7478
7496,7901.0,Казаков Марк Михайлович,24-12-1985,Медведева София Ильинична,11-01-1996,23-07-2020,7479
7497,6698.0,Царев Мартин Андреевич,07-12-1998,Ершова София Максимовна,20-03-1989,11-12-2019,7479
