,Groom fullname,Groom birth date,Bride fullname,Bride birth date,Wedding date,Registry office number
784,Пантелеев Максим Алексеевич,31-01-1993,Мартынова Полина Ивановна,27-01-1990,03-07-2022,794
785,Медведев Александр Платонович,24-05-1989,Самсонова Виктория Степановна,25-04-1986,12-12-2021,553
786,Муравьев Тимур Андреевич,19-11-1989,Николаева Алиса Григорьевна,18-04-1989,19-05-2018,227
787,Беляков Матвей Егорович,03-01-1999,Толкачева Софья Ивановна,13-01-1984,01-09-2023,126
788,Круглов Роман Максимович,26-09-1989,Крылова Елизавета Владиславовна,30-08-1985,10-09-2022,227
789,Иванов Михаил Сергеевич,20-08-1982,Борисова София Фёдоровна,04-01-1985,07-08-2022,29
790,Степанов Андрей Григорьевич,09-09-1988,Зайцева Вероника Саввична,04-03-1986,23-07-2021,554
791,Крючков Алексей Васильевич,23-08-1997,Толкачева Софья Ивановна,02-08-1990,26-09-2023,402
792,Попов Степан Кириллович,23-08-1988,Кузнецова Ксения Вячеславовна,21-06-1995,10-03-2023,918
793,Муравьев Тимур Андреевич,12-10-1994,Лаврентьева Таисия Артёмовна,19-10-1997,18-06-2019,744
794,Федоров Вячеслав Юрьевич,21-05-1998,Зайцева Виктория Никитична,19-12-1998,09-01-2020,583
795,Шестаков Константин Степанович,10-09-1999,Архипова Варвара Макаровна,19-02-1998,08-09-2019,146
796,Белов Евгений Артёмович,31-05-1990,Алексеева Арина Матвеевна,16-04-1993,27-01-2021,919
797,Круглов Роман Максимович,08-04-1990,Петухова Алиса Алексеевна,16-09-1980,24-07-2021,54
798,Фетисов Кирилл Артемьевич,11-11-1992,Смирнова Екатерина Михайловна,09-08-1997,22-01-2023,655
799,Шестаков Константин Степанович,09-04-1980,Суворова Стефания Артёмовна,05-11-1998,27-10-2018,80
800,Васильев Егор Тимофеевич,27-04-1999,Алексеева Ульяна Тимофеевна,03-08-1999,09-06-2019,365
801,Калачев Всеволод Леонидович,23-03-1986,Борисова София Фёдоровна,27-12-1985,24-07-2021,900
802,Осипов Дмитрий Платонович,04-01-1987,Добрынина Милана Данииловна,05-02-1995,06-01-2022,966
803,Власов Денис Степанович,27-07-1989,Лебедева Мария Егоровна,27-03-1980,20-03-2019,867
804,Фомин Лев Александрович,13-05-1997,Богомолова Лидия Вячеславовна,07-04-1988,30-10-2021,442
805,Кочетков Андрей Леонидович,18-08-1985,Борисова Вероника Савельевна,14-09-1990,14-09-2023,416
806,Иванов Михаил Сергеевич,06-10-1998,Григорьева Ксения Данииловна,19-07-1997,23-08-2021,837
807,Винокуров Степан Николаевич,26-09-1997,Латышева Злата Михайловна,13-08-1996,19-03-2021,574
808,Муравьев Тимур Андреевич,06-02-1999,Петухова Алиса Алексеевна,13-09-1995,01-05-2022,237
809,Макаров Давид Артурович,08-11-1989,Нечаева Алёна Александровна,13-11-1997,26-11-2018,546
810,Дубинин Мирон Егорович,01-02-1990,Ермакова Анастасия Павловна,08-12-1980,23-10-2023,790
811,Круглов Роман Максимович,28-02-1999,Смирнова Варвара Борисовна,27-09-1993,15-02-2021,431
812,Казаков Марк Михайлович,27-12-1985,Зайцева Вероника Саввична,01-06-1987,15-01-2022,187
813,Смирнов Матвей Максимович,29-12-1984,Архипова Варвара Макаровна,18-02-1982,29-12-2020,329
814,Медведев Артём Ярославович,03-04-1985,Борисова Вероника Савельевна,19-06-1982,07-05-2023,16
815,Савельев Роман Михайлович,21-12-1989,Козлова Ясмина Михайловна,29-02-1996,15-02-2023,947
816,Петров Матвей Юрьевич,29-09-1991,Иванова Алиса Тихоновна,28-09-1989,12-02-2020,927
817,Винокуров Степан Николаевич,17-03-1992,Кузнецова Ксения Вячеславовна,04-01-1999,27-03-2021,346
818,Марков Максим Александрович,09-07-1991,Петухова Алиса Алексеевна,04-03-1992,26-05-2018,998
819,Медведев Александр Платонович,23-04-1982,Михайлова София Алексеевна,23-05-1996,31-12-2021,853
820,Федоров Вячеслав Юрьевич,09-12-1985,Мартынова Полина Ивановна,03-02-1980,08-01-2021,416
821,Смирнов Степан Константинович,01-08-1981,Павловская Вероника Владимировна,02-03-1998,18-01-2018,270
822,Муравьев Тимур Андреевич,31-10-1989,Петровская Ева Егоровна,11-08-1998,13-02-2020,820
823,Гусев Богдан Александрович,24-05-1981,Степанова Екатерина Владимировна,21-01-1993,16-10-2020,565
824,Яковлев Даниил Георгиевич,04-07-1992,Тихомирова Ксения Львовна,09-10-1986,25-07-2022,410
825,Миронов Фёдор Григорьевич,23-12-1998,Дроздова Марина Михайловна,06-08-1990,22-04-2023,703
826,Хромов Кирилл Александрович,15-03-1993,Зайцева Виктория Никитична,12-10-1990,06-01-2019,654
827,Царев Мартин Андреевич,26-03-1987,Макарова София Тимофеевна,13-06-1996,12-05-2018,751
828,Круглов Роман Максимович,07-06-1992,Рябова Елизавета Владимировна,26-12-1992,27-07-2018,901
829,Власов Денис Степанович,17-05-1981,Борисова София Фёдоровна,29-04-1994,24-10-2022,20
830,Васильев Давид Тимофеевич,11-11-1983,Лукина Арина Кирилловна,21-11-1986,27-05-2021,199
831,Пантелеев Максим Алексеевич,31-03-1993,Алексеева Ульяна Тимофеевна,30-12-1983,18-08-2019,914
832,Шестаков Константин Степанович,17-08-1998,Петровская Амира Тимофеевна,14-05-1980,03-01-2018,575
833,Винокуров Степан Николаевич,05-12-1995,Морозова Ева Данииловна,30-08-1999,22-04-2020,511
834,Иванов Михаил Сергеевич,06-04-1995,Николаева Алиса Григорьевна,20-09-1980,25-03-2022,813
835,Смирнов Лев Михайлович,15-03-1987,Михайлова София Алексеевна,24-04-1983,04-11-2019,257
836,Круглов Роман Максимович,28-05-1982,Самойлова Дарина Кирилловна,18-06-1987,08-03-2021,493
837,Иванов Михаил Сергеевич,28-03-1998,Лобанова Полина Андреевна,01-04-1993,05-07-2018,4
838,Колесов Адам Петрович,26-08-1983,Алексеева Ульяна Тимофеевна,16-11-1993,06-07-2018,363
839,Винокуров Кирилл Алиевич,11-03-1983,Кошелева Эмилия Максимовна,03-09-1991,10-10-2020,436
840,Иванов Владимир Владиславович,19-10-1984,Кузина Полина Ильинична,11-10-1993,15-06-2020,322
841,Колесов Адам Петрович,13-02-1995,Андреева Варвара Арсентьевна,22-04-1992,01-01-2020,443
842,Дубинин Мирон Егорович,25-02-1995,Смирнова Ясмина Ивановна,19-05-1985,23-12-2022,560
843,Белоусов Фёдор Даниилович,01-11-1991,Петровская Амира Тимофеевна,20-02-1984,09-08-2018,641
844,Горбачев Александр Тихонович,08-08-1980,Архипова Варвара Макаровна,07-07-1997,20-11-2023,881
845,Фомин Лев Александрович,17-02-1997,Пахомова Майя Никитична,01-10-1999,04-06-2023,139
846,Медведев Артём Ярославович,10-02-1980,Кошелева Эмилия Максимовна,05-03-1986,10-12-2018,584
847,Винокуров Кирилл Алиевич,14-09-1988,Борисова Вероника Савельевна,15-12-1997,03-01-2022,904
848,Новиков Андрей Денисович,12-04-1980,Крылова Елизавета Владиславовна,14-03-1984,10-05-2019,166
849,Медведев Александр Платонович,25-01-1985,Иванова Дарья Сергеевна,05-11-1989,20-12-2023,779
850,Кононов Виктор Максимович,23-01-1989,Лаврентьева Таисия Артёмовна,27-05-1994,24-03-2020,666
851,Васильев Павел Артёмович,14-06-1997,Михайлова София Алексеевна,28-10-1996,24-01-2023,55
852,Ширяев Кирилл Ильич,24-11-1991,Казакова Арина Александровна,03-03-1980,11-11-2023,361
853,Ильин Матвей Максимович,31-10-1993,Смирнова Дарья Леонидовна,26-11-1994,24-10-2023,370
854,Аникин Фёдор Степанович,21-04-1980,Панина Таисия Денисовна,19-01-1980,18-04-2020,611
855,Осипов Максим Максимович,08-03-1999,Лукина Арина Кирилловна,11-05-1996,04-04-2023,719
856,Ильин Матвей Максимович,17-11-1995,Пахомова Майя Никитична,18-03-1993,23-10-2021,40
857,Колесов Адам Петрович,17-03-1981,Пахомова Майя Никитична,13-03-1989,01-02-2019,33
858,Филатов Лука Андреевич,14-05-1982,Дементьева Екатерина Лукинична,05-07-1999,17-03-2018,231
859,Савельев Роман Михайлович,15-10-1997,Архипова Варвара Макаровна,14-11-1993,17-02-2018,402
860,Верещагин Даниил Демидович,29-11-1999,Климова Александра Артемьевна,08-06-1982,04-02-2023,82
861,Овчинников Владимир Алексеевич,16-10-1988,Розанова Виктория Кирилловна,08-06-1981,25-09-2018,67
862,Попов Степан Кириллович,19-12-1982,Павловская Вероника Владимировна,07-09-1992,12-12-2023,502
863,Пантелеев Максим Алексеевич,17-06-1985,Рябова Елизавета Владимировна,16-04-1993,18-10-2022,755
864,Кузнецов Михаил Демидович,29-07-1981,Латышева Злата Михайловна,30-04-1990,18-03-2022,152
865,Кочетков Андрей Леонидович,04-09-1981,Самсонова Виктория Степановна,31-05-1994,10-10-2021,496
866,Осипов Максим Максимович,18-04-1992,Львова Дарина Марковна,17-02-1987,19-07-2018,809
867,Муратов Вячеслав Дмитриевич,29-07-1983,Кочеткова Полина Робертовна,18-12-1991,17-03-2022,214
868,Винокуров Степан Николаевич,27-07-1995,Трофимова Ангелина Матвеевна,12-03-1983,19-05-2018,926
869,Осипов Максим Максимович,26-07-1991,Семенова Анна Кирилловна,31-03-1992,16-01-2022,870
870,Симонов Савва Дмитриевич,30-07-1986,Кудряшова Полина Алиевна,31-07-1989,10-05-2020,615
871,Сорокин Артём Даниилович,28-06-1991,Князева Валерия Ивановна,15-08-1997,10-09-2020,29
872,Новиков Даниил Матвеевич,25-10-1983,Панина Таисия Денисовна,04-07-1980,16-08-2021,475
873,Смирнов Матвей Максимович,30-06-1993,Павлова Агата Савельевна,23-11-1997,13-06-2020,84
874,Ширяев Кирилл Ильич,09-08-1988,Лобанова Полина Андреевна,21-04-1995,02-08-2018,214
875,Колесов Адам Петрович,06-04-1993,Назарова Вероника Платоновна,22-10-1997,10-11-2023,86
876,Овчинников Владимир Алексеевич,14-12-1984,Лебедева Мария Егоровна,05-08-1984,17-06-2023,507
877,Власов Андрей Семёнович,22-06-1982,Куликова Мелания Платоновна,27-07-1980,14-11-2020,968
878,Фетисов Кирилл Артемьевич,09-04-1998,Ермакова Анастасия Павловна,13-11-1987,16-05-2018,882
879,Фомин Лев Александрович,26-07-1994,Нечаева Алёна Александровна,17-11-1988,18-07-2019,667
880,Колесов Адам Петрович,12-03-1996,Назарова Алина Михайловна,28-09-1986,19-07-2023,334
881,Казанцев Марк Назарович,26-02-1983,Петрова Юлия Никитична,09-01-1994,02-01-2020,259
882,Ефремов Дмитрий Всеволодович,29-10-1984,Богомолова Лидия Вячеславовна,04-07-1985,20-07-2021,323
883,Поликарпов Даниил Петрович,28-01-1999,Павлова Александра Ярославовна,27-04-1989,18-08-2023,623
884,Дубинин Мирон Егорович,12-01-1997,Розанова Виктория Кирилловна,08-01-1999,18-02-2020,915
885,Герасимов Давид Петрович,14-11-1988,Баранова Дарья Владимировна,22-10-1984,18-12-2020,382
886,Казаков Марк Михайлович,08-06-1997,Семенова Анна Кирилловна,15-12-1993,18-06-2022,296
887,Корнилов Олег Вадимович,20-09-1980,Старостина Ульяна Даниэльевна,14-10-1982,10-05-2023,327
888,Ефремов Дмитрий Всеволодович,17-02-1981,Смирнова Дарья Леонидовна,08-12-1991,07-07-2018,83
889,Смирнов Лев Михайлович,30-01-1993,Дубова Ксения Алексеевна,14-01-1993,02-05-2022,445
890,Жуков Андрей Петрович,12-08-1986,Зайцева Виктория Никитична,27-04-1999,25-02-2021,467
891,Дегтярев Илья Тимофеевич,19-03-1987,Кузина Полина Ильинична,11-01-1986,03-06-2019,798
892,Смирнов Дмитрий Григорьевич,23-05-1981,Хромова Варвара Леоновна,31-03-1995,17-12-2023,72
893,Белов Евгений Артёмович,03-10-1991,Петровская Ева Егоровна,02-01-1984,18-03-2019,456
894,Левин Артемий Степанович,22-01-1994,Комарова Мария Михайловна,27-12-1994,10-03-2018,930
895,Данилов Владимир Егорович,08-09-1997,Львова Дарина Марковна,30-10-1987,19-04-2023,510
896,Ефремов Дмитрий Всеволодович,01-09-1999,Маркова Мария Леоновна,24-04-1983,06-03-2018,502
897,Иванов Михаил Сергеевич,23-10-1987,Зайцева Ксения Артемьевна,19-08-1994,17-03-2019,107
898,Сергеев Андрей Иванович,15-12-1994,Петровская Ева Егоровна,02-09-1985,17-08-2018,505
899,Романов Вячеслав Савельевич,10-06-1997,Борисова Вероника Савельевна,15-11-1981,06-03-2023,976
900,Муравьев Тимур Андреевич,21-06-1994,Назарова Ульяна Арсеновна,15-07-1999,28-03-2020,257
901,Волков Герман Степанович,10-04-1993,Латышева Злата Михайловна,21-12-1996,03-09-2021,269
902,Пантелеев Максим Алексеевич,02-12-1984,Кузьмина Айлин Степановна,04-10-1980,18-11-2020,804
903,Смирнов Лев Михайлович,07-03-1983,Михайлова София Алексеевна,17-07-1985,02-01-2021,360
904,Казанцев Марк Назарович,06-02-1990,Зайцева Вероника Саввична,06-07-1983,17-06-2022,823
905,Колесов Адам Петрович,24-12-1982,Пирогова Агата Ивановна,16-04-1991,29-06-2022,317
906,Новиков Андрей Денисович,31-08-1988,Григорьева Ксения Данииловна,21-03-1993,17-03-2021,754
907,Романов Вячеслав Савельевич,20-04-1990,Макарова София Тимофеевна,07-08-1993,04-04-2018,834
908,Королев Владимир Даниилович,15-05-1999,Пирогова Агата Ивановна,16-09-1999,24-10-2023,539
909,Пантелеев Максим Алексеевич,03-06-1981,Павлова Александра Ярославовна,22-12-1983,15-11-2023,526
910,Осипов Дмитрий Платонович,31-12-1987,Семенова Анна Кирилловна,05-06-1993,15-04-2023,631
911,Гусев Богдан Александрович,15-08-1981,Панина Таисия Денисовна,11-07-1992,28-11-2022,45
912,Муравьев Тимур Андреевич,20-12-1997,Куликова Мелания Платоновна,10-07-1997,12-10-2021,845
913,Аникин Фёдор Степанович,13-07-1986,Седова София Игоревна,07-08-1990,27-03-2022,969
914,Казанцев Марк Назарович,13-07-1983,Кузина Полина Ильинична,07-07-1981,09-02-2022,921
915,Князев Марк Вадимович,02-02-1997,Макарова София Тимофеевна,14-09-1984,28-06-2021,702
916,Аникин Фёдор Степанович,02-01-1986,Нечаева Алёна Александровна,11-06-1981,22-01-2022,7
917,Новиков Даниил Матвеевич,09-12-1980,Петрова Аделина Данииловна,12-05-1997,26-02-2021,880
918,Романов Вячеслав Савельевич,27-01-1981,Козлова Ясмина Михайловна,19-01-1996,11-12-2023,864
919,Корнилов Олег Вадимович,28-04-1994,Михайлова София Алексеевна,07-01-1992,02-01-2023,376
920,Елисеев Денис Никитич,28-10-1981,Смирнова Дарья Леонидовна,14-03-1989,01-05-2023,139
921,Казаков Марк Михайлович,21-08-1987,Трофимова Ангелина Матвеевна,11-02-1999,05-02-2019,627
922,Дегтярев Илья Тимофеевич,12-12-1980,Михайлова София Алексеевна,10-04-1991,10-05-2021,291
923,Мельников Арсений Данилович,01-12-1988,Васильева Полина Михайловна,02-09-1997,23-06-2022,390
924,Винокуров Степан Николаевич,27-02-1990,Тихомирова Ксения Львовна,27-03-1984,23-09-2023,551
925,Елисеев Денис Никитич,17-05-1990,Кочеткова Полина Робертовна,03-11-1991,07-03-2018,479
926,Ефремов Дмитрий Всеволодович,31-07-1994,Кошелева Эмилия Максимовна,03-11-1986,11-04-2018,927
927,Королев Владимир Даниилович,21-12-1992,Трофимова Ангелина Матвеевна,22-05-1983,20-04-2018,852
928,Яковлев Даниил Георгиевич,20-01-1980,Иванова Алиса Тихоновна,17-10-1994,19-05-2020,584
929,Смирнов Лев Михайлович,12-05-1989,Павлова Агата Савельевна,04-10-1999,20-08-2018,72
930,Васильев Павел Артёмович,22-06-1989,Крылова Елизавета Владиславовна,26-02-1985,04-08-2023,547
931,Ильин Матвей Максимович,18-02-1983,Медведева София Ильинична,31-03-1997,05-04-2023,404
932,Жуков Андрей Петрович,01-01-1996,Толкачева Софья Ивановна,08-11-1998,22-01-2022,558
933,Филатов Лука Андреевич,31-05-1998,Лобанова Полина Андреевна,25-08-1990,30-01-2022,705
934,Гусев Станислав Викторович,10-02-1995,Петухова Алиса Алексеевна,11-05-1987,24-01-2020,612
935,Ефремов Дмитрий Всеволодович,13-07-1993,Попова Вера Ивановна,03-03-1990,11-04-2022,595
936,Фетисов Кирилл Артемьевич,23-05-1993,Крылова Елизавета Владиславовна,22-05-1999,07-08-2023,746
937,Симонов Савва Дмитриевич,14-12-1996,Суворова Стефания Артёмовна,27-01-1991,04-07-2018,352
938,Сергеев Марк Алиевич,06-11-1998,Рябова Елизавета Владимировна,03-10-1982,15-10-2022,669
939,Родионов Михаил Дмитриевич,21-03-1992,Степанова Екатерина Владимировна,26-04-1991,25-05-2018,18
940,Осипов Максим Максимович,04-09-1992,Алексеева Ульяна Тимофеевна,29-07-1981,05-01-2022,326
941,Крючков Алексей Васильевич,01-11-1984,Дементьева Екатерина Лукинична,16-06-1984,19-04-2022,877
942,Симонов Савва Дмитриевич,01-12-1999,Трофимова Ангелина Матвеевна,09-03-1998,13-06-2020,752
943,Симонов Савва Дмитриевич,08-02-1997,Хромова Варвара Леоновна,04-12-1998,11-03-2020,407
944,Родионов Михаил Дмитриевич,29-04-1997,Ильина Вероника Олеговна,04-08-1981,12-11-2021,843
945,Кононов Виктор Максимович,12-02-1983,Иванова Дарья Сергеевна,19-05-1980,07-09-2019,308
946,Иванов Иван Макарович,02-04-1998,Ершова София Максимовна,23-01-1989,06-03-2023,746
947,Пантелеев Максим Алексеевич,24-07-1985,Хромова Варвара Леоновна,06-12-1993,28-12-2022,661
948,Воронин Савелий Иванович,15-04-1980,Козлова Ясмина Михайловна,23-12-1994,08-03-2021,769
949,Миронов Фёдор Григорьевич,17-01-1980,Павловская Вероника Владимировна,21-04-1990,18-12-2020,444
950,Новиков Виктор Маркович,06-02-1980,Мартынова Полина Ивановна,14-11-1981,21-10-2022,1000
951,Макаров Тимур Артёмович,18-12-1993,Князева Валерия Ивановна,21-11-1986,25-10-2018,360
952,Молчанов Иван Максимович,25-10-1982,Лаврентьева Таисия Артёмовна,18-04-1999,02-06-2021,413
953,Макаров Тимур Артёмович,20-07-1982,Степанова Екатерина Владимировна,22-03-1999,18-12-2019,340
954,Дегтярев Илья Тимофеевич,11-04-1987,Павловская Вероника Владимировна,18-01-1998,10-05-2021,752
955,Винокуров Степан Николаевич,19-05-1992,Ермакова Анастасия Павловна,30-05-1986,24-07-2022,663
956,Новиков Виктор Маркович,25-12-1981,Борисова София Фёдоровна,01-11-1986,19-08-2021,63
957,Белоусов Фёдор Даниилович,08-01-1983,Козлова Ясмина Михайловна,30-03-1980,26-11-2020,151
958,Ефремов Дмитрий Всеволодович,04-08-1995,Николаева Алиса Григорьевна,13-12-1991,15-02-2021,516
959,Смирнов Степан Константинович,12-04-1993,Васильева Анна Сергеевна,01-09-1996,16-05-2018,518
960,Иванов Владимир Владиславович,13-11-1980,Мартынова Полина Ивановна,10-08-1982,25-03-2020,282
961,Смирнов Дмитрий Григорьевич,05-11-1990,Смирнова Дарья Леонидовна,31-01-1986,27-04-2018,638
962,Кузнецов Михаил Демидович,30-03-1994,Колесникова Злата Никитична,12-04-1981,02-09-2019,178
963,Суворов Матвей Богданович,30-06-1983,Богомолова Лидия Вячеславовна,14-01-1991,18-10-2019,309
964,Воронин Савелий Иванович,13-10-1997,Тихомирова Ксения Львовна,16-08-1991,19-05-2019,524
965,Воробьев Савва Павлович,13-11-1992,Назарова Ульяна Арсеновна,28-12-1989,07-07-2023,429
966,Макаров Давид Артурович,13-06-1988,Алексеева Ульяна Тимофеевна,29-04-1990,05-02-2022,499
967,Пименов Демид Валерьевич,13-11-1981,Маркова Мария Леоновна,07-05-1987,14-10-2021,388
968,Жуков Андрей Петрович,02-06-1998,Васильева Полина Михайловна,12-10-1985,24-02-2020,809
969,Власов Денис Степанович,14-07-1993,Павлова Александра Ярославовна,07-02-1995,18-07-2022,138
970,Фомин Лев Александрович,07-06-1983,Дроздова Марина Михайловна,11-02-1981,18-01-2021,682
971,Симонов Савва Дмитриевич,11-08-1997,Кудряшова Полина Алиевна,10-09-1988,06-10-2018,789
972,Фомин Лев Александрович,10-03-1981,Зайцева Виктория Никитична,18-05-1988,28-12-2018,615
973,Колесов Адам Петрович,08-06-1980,Казакова Арина Александровна,16-01-1993,02-01-2022,459
974,Аникин Фёдор Степанович,10-02-1981,Маркова Мария Леоновна,07-05-1982,31-03-2023,789
975,Муравьев Тимур Андреевич,22-10-1996,Лукина Арина Кирилловна,11-12-1994,05-04-2021,538
976,Давыдов Иван Матвеевич,06-12-1994,Баранова Дарья Владимировна,20-07-1988,13-12-2019,442
977,Васильев Давид Тимофеевич,28-02-1983,Кузина Полина Ильинична,26-01-1982,20-12-2020,703
978,Дегтярев Илья Тимофеевич,02-07-1987,Петрова Юлия Никитична,09-08-1988,08-11-2020,270
979,Иванов Владимир Владиславович,29-04-1998,Самойлова Дарина Кирилловна,25-08-1981,28-06-2023,38
980,Давыдов Иван Матвеевич,22-07-1992,Иванова Алиса Тихоновна,18-12-1999,07-04-2018,346
981,Миронов Фёдор Григорьевич,19-06-1999,Васильева Полина Михайловна,18-08-1998,12-06-2020,299
982,Беляков Матвей Егорович,25-04-1993,Зайцева Вероника Саввична,08-02-1988,21-09-2021,216
983,Булгаков Иван Владимирович,02-07-1999,Лобанова Полина Андреевна,15-05-1981,10-11-2023,776
984,Новиков Даниил Матвеевич,25-07-1986,Куликова Дарья Георгиевна,02-12-1982,25-12-2018,906
985,Поликарпов Даниил Петрович,06-09-1982,Трофимова Ангелина Матвеевна,10-06-1996,25-06-2020,534
986,Савельев Роман Михайлович,22-09-1981,Емельянова Арина Артёмовна,10-03-1980,16-03-2020,875
987,Винокуров Кирилл Алиевич,08-02-1983,Зайцева Ксения Артемьевна,27-08-1989,06-10-2021,279
988,Кочетков Андрей Леонидович,23-06-1989,Вавилова Маргарита Никитична,13-06-1995,20-08-2019,456
989,Королев Владимир Даниилович,10-06-1995,Петровская Ева Егоровна,19-02-1993,20-12-2021,424
990,Воронин Савелий Иванович,17-08-1994,Морозова Ева Данииловна,05-01-1997,22-10-2018,613
991,Медведев Артём Ярославович,07-10-1991,Смирнова Екатерина Михайловна,23-02-1982,15-04-2022,658
992,Горбачев Александр Тихонович,15-03-1982,Николаева Алиса Григорьевна,12-07-1990,07-11-2018,567
993,Винокуров Кирилл Алиевич,09-05-1983,Ермакова Анастасия Павловна,12-12-1985,03-11-2021,997
994,Суворов Матвей Богданович,30-05-1989,Ильина Вероника Олеговна,20-03-1987,28-01-2020,11
995,Филатов Лука Андреевич,12-04-1989,Добрынина Милана Данииловна,26-01-1999,28-05-2023,102
996,Попов Степан Кириллович,25-02-1983,Назарова Ульяна Арсеновна,14-11-1980,13-05-2022,669
997,Осипов Дмитрий Платонович,17-12-1985,Зайцева Вероника Саввична,14-06-1994,15-10-2022,729
998,Князев Марк Вадимович,11-11-1988,Кузина Полина Ильинична,28-08-1997,04-11-2018,549
999,Муратов Вячеслав Дмитриевич,06-07-1997,Павлова Агата Савельевна,19-12-1990,24-04-2019,628
