,Groom fullname,Groom birth date,Bride fullname,Bride birth date,Wedding date,Registry office number
4047,Воронин Савелий Иванович,16-06-1986,Борисова София Фёдоровна,04-07-1996,06-01-2019,3022
4048,Сергеев Марк Алиевич,29-04-1999,Вишневская Алисия Андреевна,17-09-1997,10-04-2018,4112
4049,Калачев Всеволод Леонидович,18-03-1989,Михеева Аделина Елисеевна,12-09-1994,05-11-2019,2868
4050,Верещагин Даниил Демидович,01-05-1981,Пахомова Майя Никитична,20-06-1990,22-06-2023,2148
4051,Макаров Давид Артурович,14-10-1994,Крылова Елизавета Владиславовна,29-08-1982,24-09-2018,3035
4052,Горбачев Александр Тихонович,07-09-1993,Лаврентьева Таисия Артёмовна,02-12-1982,30-05-2019,536
4053,Пантелеев Максим Алексеевич,16-07-1986,Иванова Анна Григорьевна,15-04-1998,16-12-2019,2406
4054,Новиков Андрей Денисович,29-03-1988,Макарова София Тимофеевна,07-01-1989,10-05-2021,572
4055,Поликарпов Даниил Петрович,08-06-1991,Петрова Юлия Никитична,21-11-1993,03-11-2020,384
4056,Петров Матвей Юрьевич,02-07-1980,Зайцева Ксения Артемьевна,13-04-1995,06-08-2018,2325
4057,Молчанов Иван Максимович,21-04-1997,Ершова София Максимовна,30-07-1981,08-06-2023,621
4058,Макаров Тимур Артёмович,28-02-1994,Кузина Полина Ильинична,22-03-1988,17-08-2021,3770
4059,Петров Матвей Юрьевич,29-06-1994,Назарова Алина Михайловна,05-06-1999,26-10-2021,1837
4060,Кузнецов Михаил Демидович,19-06-1995,Латышева Злата Михайловна,06-05-1993,24-05-2020,2015
4061,Фетисов Кирилл Артемьевич,28-09-1982,Лобанова Полина Андреевна,12-02-1998,23-02-2023,1200
4062,Егоров Максим Даниилович,29-05-1990,Иванова Алиса Тихоновна,10-06-1986,06-02-2021,2369
4063,Сорокин Артём Даниилович,08-06-1995,Григорьева Ксения Данииловна,02-10-1982,04-12-2021,4277
4064,Филатов Лука Андреевич,22-02-1994,Алексеева Арина Матвеевна,07-01-1987,03-12-2021,2175
4065,Хромов Кирилл Александрович,25-11-1988,Пирогова Агата Ивановна,27-06-1993,30-09-2023,4917
4066,Дмитриев Тимофей Михайлович,02-11-1984,Головина Анисия Михайловна,28-07-1995,16-12-2018,2142
4067,Сорокин Артём Даниилович,20-05-1986,Андреева Варвара Арсентьевна,20-11-1991,21-06-2021,1872
4068,Иванов Даниил Сергеевич,11-01-1985,Хромова Варвара Леоновна,07-12-1982,09-07-2018,1285
4069,Волков Герман Степанович,02-07-1999,Кузнецова Ксения Вячеславовна,06-10-1995,09-09-2018,744
4070,Яковлев Даниил Георгиевич,20-11-1987,Зайцева Вероника Саввична,12-10-1991,18-11-2020,1273
4071,Горшков Егор Артёмович,22-10-1989,Колесникова Злата Никитична,23-10-1999,25-02-2018,2450
4072,Смирнов Дмитрий Григорьевич,14-11-1992,Козлова Мария Алексеевна,14-04-1990,16-05-2018,4660
4073,Кононов Виктор Максимович,19-03-1980,Маркова Мария Леоновна,18-11-1991,22-08-2018,4402
4074,Корчагин Даниил Борисович,17-09-1994,Трофимова Ангелина Матвеевна,15-01-1998,06-05-2021,4004
4075,Корнилов Олег Вадимович,30-03-1993,Кошелева Эмилия Максимовна,30-06-1985,27-01-2018,4784
4076,Шестаков Константин Степанович,29-11-1998,Головина Анисия Михайловна,05-09-1983,22-04-2023,2785
4077,Васильев Давид Тимофеевич,12-04-1989,Петровская Ева Егоровна,03-03-1991,23-08-2021,1655
4078,Мельников Арсений Данилович,16-07-1987,Бабушкина Амина Давидовна,02-04-1999,02-07-2018,4656
4079,Белоусов Фёдор Даниилович,03-02-1992,Лукина Арина Кирилловна,15-01-1991,18-04-2018,128
4080,Беляков Матвей Егорович,25-01-1992,Пирогова Агата Ивановна,23-08-1982,13-02-2021,2457
4081,Фомин Лев Александрович,28-05-1998,Алексеева Арина Матвеевна,14-01-1994,29-08-2022,2303
4082,Новиков Даниил Матвеевич,15-12-1983,Козлова Ясмина Михайловна,26-12-1999,27-08-2022,593
4083,Ефремов Дмитрий Всеволодович,26-07-1983,Ильина Вероника Олеговна,18-01-1994,27-04-2020,112
4084,Гусев Богдан Александрович,26-12-1993,Крылова Елизавета Владиславовна,02-07-1994,24-09-2020,536
4085,Попов Вячеслав Михайлович,16-08-1993,Смирнова Екатерина Михайловна,18-08-1993,27-01-2020,504
4086,Винокуров Степан Николаевич,04-08-1994,Колесникова Злата Никитична,08-01-1997,16-09-2021,616
4087,Винокуров Кирилл Алиевич,03-03-1995,Куликова Дарья Георгиевна,15-05-1981,04-10-2023,848
4088,Федоров Вячеслав Юрьевич,16-06-1988,Климова Александра Артемьевна,09-01-1998,15-12-2021,942
4089,Казаков Марк Михайлович,06-07-1997,Дементьева Екатерина Никитична,23-11-1982,13-06-2020,3637
4090,Поликарпов Даниил Петрович,07-10-1998,Петровская Амира Тимофеевна,17-06-1998,03-03-2019,3082
4091,Симонов Савва Дмитриевич,10-03-1998,Смирнова Екатерина Михайловна,21-03-1998,05-05-2018,1508
4092,Власов Андрей Семёнович,07-09-1985,Петухова Алиса Алексеевна,14-02-1996,24-01-2021,4690
4093,Кононов Виктор Максимович,26-06-1991,Алексеева Арина Матвеевна,23-02-1989,25-09-2022,2356
4094,Михайлов Артём Андреевич,08-05-1999,Иванова Дарья Сергеевна,08-06-1991,20-07-2018,78
4095,Белоусов Фёдор Даниилович,02-07-1989,Латышева Злата Михайловна,01-01-1982,11-07-2023,2754
4096,Смирнов Степан Константинович,28-11-1984,Павлова Агата Савельевна,06-05-1982,31-01-2021,1155
4097,Федоров Вячеслав Юрьевич,24-01-1996,Кудряшова Полина Алиевна,18-12-1982,18-02-2018,3049
4098,Муратов Вячеслав Дмитриевич,29-10-1986,Емельянова Арина Артёмовна,02-08-1990,13-11-2018,479
4099,Горшков Егор Артёмович,28-05-1995,Лебедева Мария Егоровна,04-09-1989,12-09-2020,1259
4100,Степанов Андрей Григорьевич,30-12-1995,Савельева София Мироновна,09-05-1988,19-04-2021,4302
4101,Кузнецов Михаил Демидович,03-01-1983,Смирнова Ясмина Ивановна,22-06-1994,24-09-2021,982
4102,Сергеев Андрей Иванович,30-04-1987,Михеева Аделина Елисеевна,15-12-1992,04-06-2020,3701
4103,Смирнов Степан Константинович,16-09-1990,Козлова Мария Алексеевна,21-01-1992,17-05-2021,3695
4104,Пименов Демид Валерьевич,20-10-1996,Лукина Арина Кирилловна,22-06-1993,26-01-2022,2097
4105,Васильев Павел Артёмович,31-01-1997,Пирогова Агата Ивановна,30-03-1987,23-07-2019,3903
4106,Винокуров Степан Николаевич,25-05-1987,Смирнова Дарья Леонидовна,30-10-1991,31-01-2018,1509
4107,Корчагин Даниил Борисович,11-11-1981,Ильина Вероника Олеговна,25-09-1984,17-12-2021,4779
4108,Мельников Арсений Данилович,07-08-1992,Макарова София Тимофеевна,21-02-1988,03-05-2022,2715
4109,Степанов Андрей Григорьевич,04-05-1997,Смирнова Дарья Леонидовна,18-08-1986,29-04-2018,4742
4110,Суворов Матвей Богданович,23-01-1996,Савельева София Мироновна,07-11-1989,06-05-2019,4076
4111,Пантелеев Максим Алексеевич,19-01-1980,Алексеева Ульяна Тимофеевна,14-05-1994,12-06-2019,123
4112,Смирнов Лев Михайлович,15-03-1998,Колосова Виктория Дмитриевна,18-04-1993,30-01-2021,642
4113,Васильев Павел Артёмович,25-10-1985,Дроздова Марина Михайловна,24-06-1995,28-11-2022,2691
4114,Соловьев Илья Денисович,15-01-1994,Семенова Анна Кирилловна,18-03-1990,29-05-2021,2627
4115,Петров Матвей Юрьевич,02-07-1989,Хромова Варвара Леоновна,21-11-1983,07-03-2019,2580
4116,Корнилов Олег Вадимович,10-06-1991,Васильева Анна Сергеевна,25-02-1998,29-05-2018,1051
4117,Корчагин Даниил Борисович,25-02-1990,Антипова София Игоревна,08-09-1985,13-06-2023,342
4118,Романов Вячеслав Савельевич,01-08-1990,Петровская Амира Тимофеевна,05-08-1990,18-07-2020,767
4119,Муравьев Тимур Андреевич,21-10-1993,Кононова Алина Георгиевна,19-12-1985,21-11-2019,3081
4120,Белов Евгений Артёмович,20-05-1986,Нечаева Алёна Александровна,01-02-1994,30-08-2020,4656
4121,Жуков Андрей Петрович,18-12-1998,Макарова София Тимофеевна,27-09-1991,20-05-2023,4985
4122,Соловьев Илья Денисович,01-03-1988,Пахомова Майя Никитична,14-05-1981,29-10-2018,2856
4123,Федоров Вячеслав Юрьевич,21-05-1990,Григорьева Ксения Данииловна,01-12-1986,27-10-2022,1284
4124,Васильев Егор Тимофеевич,10-10-1995,Львова Дарина Марковна,20-08-1986,02-12-2019,1591
4125,Васильев Павел Артёмович,24-12-1992,Дроздова Марина Михайловна,28-12-1981,08-05-2018,3272
4126,Воронин Савелий Иванович,30-10-1983,Крылова Елизавета Владиславовна,19-11-1984,13-12-2020,1743
4127,Муравьев Тимур Андреевич,23-05-1991,Хромова Варвара Леоновна,20-09-1983,26-08-2023,4210
4128,Суворов Матвей Богданович,26-08-1992,Самойлова Дарина Кирилловна,11-09-1994,02-02-2021,4615
4129,Казаков Марк Михайлович,24-10-1981,Комарова Мария Михайловна,22-01-1994,02-09-2018,4554
4130,Дмитриев Тимофей Михайлович,13-10-1995,Зайцева Виктория Никитична,05-01-1982,23-03-2023,1598
4131,Новиков Даниил Матвеевич,30-06-1997,Алексеева Ульяна Тимофеевна,20-04-1987,18-09-2018,4262
4132,Калачев Всеволод Леонидович,21-03-1997,Емельянова Арина Артёмовна,12-08-1983,08-07-2018,2462
4133,Дмитриев Тимофей Михайлович,16-04-1984,Мартынова Полина Ивановна,11-06-1988,24-10-2019,4271
4134,Молчанов Иван Максимович,05-10-1988,Назарова Ульяна Арсеновна,07-06-1997,08-01-2022,1826
4135,Левин Артемий Степанович,11-11-1992,Павлова Агата Савельевна,03-10-1983,23-09-2018,3844
4136,Сорокин Артём Даниилович,20-07-1993,Дементьева Екатерина Лукинична,19-12-1997,16-03-2023,2741
4137,Королев Владимир Даниилович,12-10-1990,Лобанова Полина Андреевна,16-05-1994,25-10-2019,775
4138,Шестаков Константин Степанович,10-10-1991,Андреева Варвара Арсентьевна,24-08-1992,12-12-2018,546
4139,Федоров Вячеслав Юрьевич,11-01-1983,Тихомирова Ксения Львовна,13-10-1990,06-01-2019,2780
4140,Пантелеев Максим Алексеевич,01-11-1982,Самойлова Дарина Кирилловна,10-04-1982,02-05-2019,4853
4141,Федоров Вячеслав Юрьевич,08-12-1999,Мартынова Полина Ивановна,22-10-1997,24-06-2019,3369
4142,Жуков Андрей Петрович,08-07-1991,Морозова Дарина Артёмовна,22-04-1994,22-03-2018,1565
4143,Казаков Марк Михайлович,26-09-1993,Назарова Ульяна Арсеновна,13-01-1983,28-10-2022,4715
4144,Осипов Дмитрий Платонович,23-09-1985,Борисова София Фёдоровна,12-09-1997,25-02-2023,4163
4145,Корнилов Олег Вадимович,06-08-1997,Розанова Виктория Кирилловна,12-02-1994,13-08-2018,3045
4146,Степанов Андрей Григорьевич,13-09-1982,Павлова Александра Ярославовна,23-02-1991,17-10-2020,3460
4147,Воробьев Савва Павлович,10-02-1998,Кузнецова Ксения Вячеславовна,30-11-1996,20-08-2021,1898
4148,Филатов Лука Андреевич,03-01-1990,Хромова Варвара Леоновна,10-10-1985,04-01-2018,1090
4149,Смирнов Дамир Даниилович,15-09-1995,Смирнова Дарья Леонидовна,03-03-1999,04-07-2019,1528
4150,Титов Артур Артёмович,18-02-1994,Смирнова Ясмина Ивановна,02-11-1987,21-09-2023,768
4151,Шестаков Константин Степанович,14-04-1996,Павлова Агата Савельевна,08-10-1983,13-03-2022,2483
4152,Иванов Михаил Сергеевич,08-07-1987,Алексеева Ульяна Тимофеевна,28-04-1984,18-09-2021,4300
4153,Белов Евгений Артёмович,04-12-1991,Борисова София Фёдоровна,08-09-1987,03-04-2019,1552
4154,Булгаков Иван Владимирович,07-05-1990,Назарова Ульяна Арсеновна,08-02-1990,05-08-2018,181
4155,Пименов Демид Валерьевич,18-06-1980,Панина Таисия Денисовна,03-02-1992,21-07-2019,3364
4156,Степанов Андрей Григорьевич,21-08-1985,Дементьева Екатерина Никитична,31-07-1981,01-01-2021,4628
4157,Федоров Вячеслав Юрьевич,22-05-1999,Баранова Дарья Владимировна,26-01-1987,31-05-2023,3782
4158,Медведев Александр Платонович,22-09-1987,Кудряшова Полина Алиевна,04-02-1999,28-04-2022,1462
4159,Князев Марк Вадимович,06-06-1982,Алексеева Арина Матвеевна,21-01-1983,05-09-2023,2696
4160,Муравьев Тимур Андреевич,07-09-1988,Колесникова Злата Никитична,23-04-1987,01-12-2020,3138
4161,Новиков Виктор Маркович,26-02-1994,Григорьева Алиса Марковна,03-04-1997,02-09-2022,426
4162,Белов Евгений Артёмович,02-09-1983,Михеева Аделина Елисеевна,08-01-1994,05-08-2019,469
4163,Дегтярев Илья Тимофеевич,06-07-1982,Колосова Виктория Дмитриевна,03-07-1991,22-03-2020,2040
4164,Казанцев Марк Назарович,13-12-1994,Ершова София Максимовна,19-02-1989,28-02-2018,4884
4165,Муравьев Тимур Андреевич,06-08-1987,Петухова Алиса Алексеевна,30-09-1983,02-03-2021,419
4166,Иванов Михаил Сергеевич,26-08-1983,Смирнова Варвара Борисовна,06-06-1980,23-01-2020,4359
4167,Овчинников Владимир Алексеевич,30-12-1982,Пахомова Майя Никитична,08-10-1987,10-03-2018,750
4168,Дмитриев Тимофей Михайлович,21-12-1981,Зайцева Виктория Никитична,22-02-1983,26-07-2022,2806
4169,Верещагин Даниил Демидович,01-06-1997,Дубова Ксения Алексеевна,11-01-1991,26-06-2023,2468
4170,Константинов Артемий Викторович,25-03-1991,Кузина Полина Ильинична,04-09-1994,12-09-2020,2785
4171,Степанов Андрей Григорьевич,28-02-1980,Панина Таисия Денисовна,25-01-1983,12-07-2022,4761
4172,Сергеев Андрей Иванович,17-04-1982,Борисова Вероника Савельевна,02-04-1999,26-01-2019,959
4173,Воронин Савелий Иванович,03-04-1988,Смирнова Стефания Всеволодовна,12-08-1988,15-10-2019,2570
4174,Горшков Егор Артёмович,14-07-1984,Козлова Мария Алексеевна,08-07-1997,21-06-2023,3713
4175,Иванов Иван Макарович,29-03-1980,Латышева Злата Михайловна,15-06-1986,04-03-2019,4560
4176,Егоров Максим Даниилович,18-10-1999,Старостина Ульяна Даниэльевна,26-09-1993,13-12-2021,4378
4177,Пантелеев Максим Алексеевич,23-03-1989,Дроздова Марина Михайловна,11-12-1980,12-07-2019,4754
4178,Смирнов Матвей Максимович,28-09-1982,Смирнова Дарья Леонидовна,28-04-1982,10-12-2023,278
4179,Новиков Андрей Денисович,06-07-1995,Григорьева Алиса Марковна,16-01-1995,25-12-2020,516
4180,Марков Максим Александрович,02-01-1998,Павлова Александра Ярославовна,19-07-1985,04-10-2023,1234
4181,Ширяев Кирилл Ильич,07-07-1988,Добрынина Милана Данииловна,04-10-1983,15-07-2023,2825
4182,Новиков Даниил Матвеевич,23-09-1983,Козлова Мария Алексеевна,07-07-1993,29-01-2023,288
4183,Королев Владимир Даниилович,10-10-1988,Ершова София Максимовна,13-07-1997,01-11-2022,3877
4184,Горшков Егор Артёмович,26-03-1987,Кочеткова Полина Робертовна,09-03-1997,03-01-2018,4983
4185,Беляков Матвей Егорович,14-05-1992,Зайцева Вероника Саввична,24-10-1996,06-08-2023,3517
4186,Белоусов Фёдор Даниилович,28-05-1997,Кузьмина Айлин Степановна,16-01-1989,23-03-2022,2507
4187,Ильин Матвей Максимович,09-01-1980,Климова Александра Артемьевна,21-05-1983,03-08-2020,924
4188,Корнилов Олег Вадимович,31-03-1998,Бабушкина Амина Давидовна,17-10-1990,21-06-2019,642
4189,Корчагин Даниил Борисович,15-12-1993,Куликова Мелания Платоновна,05-10-1990,09-12-2021,3075
4190,Ширяев Кирилл Ильич,31-01-1992,Вавилова Маргарита Никитична,17-01-1997,05-10-2020,2506
4191,Попов Степан Кириллович,10-08-1989,Панина Таисия Денисовна,09-09-1994,09-11-2022,963
4192,Степанов Андрей Григорьевич,21-11-1983,Савельева София Мироновна,28-06-1998,26-12-2018,2057
4193,Макаров Тимур Артёмович,09-05-1996,Суворова Стефания Артёмовна,30-04-1984,21-10-2021,3694
4194,Кузнецов Михаил Демидович,17-04-1997,Толкачева Софья Ивановна,26-07-1996,15-03-2022,1377
4195,Горшков Егор Артёмович,15-03-1980,Кузьмина Айлин Степановна,15-11-1993,05-08-2020,2856
4196,Ильин Матвей Максимович,22-01-1995,Баранова Дарья Владимировна,13-02-1986,02-04-2021,1307
4197,Степанов Андрей Григорьевич,12-10-1998,Казакова Арина Александровна,10-08-1990,04-05-2022,1663
4198,Иванов Михаил Сергеевич,25-03-1982,Кузьмина Айлин Степановна,28-11-1996,08-06-2019,2656
4199,Макаров Давид Артурович,16-05-1985,Казакова Арина Александровна,02-12-1980,12-03-2023,935
4200,Казанцев Марк Назарович,30-07-1992,Козлова Мария Алексеевна,11-01-1988,22-03-2023,4058
4201,Лебедев Тимур Максимович,29-06-1984,Латышева Злата Михайловна,12-04-1997,15-07-2020,4616
4202,Князев Марк Вадимович,12-10-1982,Кудряшова Полина Алиевна,27-07-1992,02-02-2023,2694
4203,Савельев Роман Михайлович,10-03-1981,Ершова София Максимовна,21-03-1995,21-09-2018,4838
4204,Новиков Андрей Денисович,28-06-1984,Васильева Анна Сергеевна,10-02-1986,06-08-2019,468
4205,Титов Артур Артёмович,04-07-1988,Григорьева Ксения Данииловна,07-02-1984,04-08-2018,4983
4206,Воробьев Савва Павлович,25-11-1989,Макарова София Тимофеевна,02-02-1998,22-08-2020,4429
4207,Смирнов Матвей Максимович,02-10-1985,Львова Дарина Марковна,29-10-1999,17-12-2020,2666
4208,Яковлев Даниил Георгиевич,03-11-1988,Зайцева Вероника Саввична,12-12-1981,06-03-2018,3914
4209,Медведев Александр Платонович,02-08-1996,Алексеева Арина Матвеевна,12-08-1984,11-05-2022,4342
4210,Пименов Демид Валерьевич,28-12-1994,Колосова Виктория Дмитриевна,31-10-1997,09-12-2021,4944
4211,Петров Матвей Юрьевич,15-03-1985,Иванова Анна Григорьевна,21-10-1996,04-05-2020,1147
4212,Сергеев Андрей Иванович,06-03-1989,Баранова Дарья Владимировна,22-05-1983,13-09-2021,4809
4213,Поликарпов Даниил Петрович,22-08-1998,Михайлова София Алексеевна,12-09-1991,16-05-2020,4531
4214,Ефремов Дмитрий Всеволодович,01-05-1981,Кузьмина Айлин Степановна,24-07-1986,21-08-2019,1895
4215,Булгаков Иван Владимирович,15-04-1992,Григорьева Ксения Данииловна,09-08-1996,13-10-2021,3307
4216,Царев Мартин Андреевич,06-02-1987,Григорьева Алиса Марковна,15-07-1997,14-05-2018,2264
4217,Попов Вячеслав Михайлович,15-06-1998,Седова София Игоревна,09-02-1987,25-12-2018,3516
4218,Горшков Егор Артёмович,26-08-1990,Бабушкина Амина Давидовна,25-12-1988,04-01-2018,1693
4219,Симонов Савва Дмитриевич,27-11-1988,Медведева София Ильинична,08-04-1998,21-03-2021,3901
4220,Колесов Адам Петрович,23-05-1990,Козлова Мария Алексеевна,19-04-1990,13-02-2019,793
4221,Кочетков Андрей Леонидович,14-03-1987,Пирогова Агата Ивановна,06-03-1984,12-11-2022,4544
4222,Медведев Артём Ярославович,12-11-1983,Трофимова Ангелина Матвеевна,08-09-1994,02-08-2023,309
4223,Федоров Вячеслав Юрьевич,15-01-1989,Смирнова Стефания Всеволодовна,11-05-1998,01-10-2021,950
4224,Макаров Давид Артурович,21-02-1980,Алексеева Арина Матвеевна,25-10-1992,05-08-2021,2132
4225,Иванов Иван Макарович,24-05-1996,Петровская Амира Тимофеевна,02-05-1984,13-03-2020,308
4226,Верещагин Даниил Демидович,07-07-1997,Латышева Злата Михайловна,13-10-1982,03-10-2020,2581
4227,Корчагин Даниил Борисович,14-02-1992,Добрынина Милана Данииловна,23-04-1991,12-12-2020,2114
4228,Хромов Кирилл Александрович,14-10-1985,Иванова Дарья Сергеевна,16-02-1993,03-11-2022,868
4229,Родионов Михаил Дмитриевич,18-06-1989,Дементьева Екатерина Лукинична,29-08-1999,05-11-2020,2127
4230,Смирнов Дамир Даниилович,21-07-1987,Попова Вера Ивановна,30-01-1998,03-11-2020,2394
4231,Михайлов Артём Андреевич,08-10-1996,Петровская Ева Егоровна,09-07-1997,11-10-2018,2486
4232,Медведев Александр Платонович,08-04-1985,Трофимова Ангелина Матвеевна,03-08-1990,05-12-2023,1845
4233,Мельников Арсений Данилович,24-12-1991,Лаврентьева Таисия Артёмовна,02-10-1995,13-04-2023,2388
4234,Васильев Павел Артёмович,03-11-1996,Андреева Варвара Арсентьевна,20-04-1985,28-09-2021,3461
4235,Дмитриев Тимофей Михайлович,15-03-1989,Семенова Анна Кирилловна,24-10-1984,17-02-2021,3509
4236,Молчанов Иван Максимович,27-12-1990,Петрова Юлия Никитична,25-09-1998,26-10-2022,3687
4237,Гусев Богдан Александрович,27-11-1980,Трофимова Ангелина Матвеевна,24-03-1982,24-06-2018,1898
4238,Соловьев Илья Денисович,16-11-1994,Богомолова Лидия Вячеславовна,27-01-1997,14-07-2018,4162
4239,Медведев Александр Платонович,22-03-1986,Иванова Анна Григорьевна,08-12-1995,07-06-2021,4388
4240,Поликарпов Даниил Петрович,13-08-1984,Борисова София Фёдоровна,14-05-1995,29-05-2019,4648
4241,Сергеев Марк Алиевич,19-01-1987,Куликова Мелания Платоновна,07-01-1987,26-06-2020,1467
4242,Иванов Даниил Сергеевич,17-05-1994,Смирнова Варвара Борисовна,28-11-1994,23-09-2023,4881
4243,Муравьев Тимур Андреевич,09-06-1990,Морозова Ева Данииловна,28-12-1985,25-08-2020,2895
4244,Осипов Максим Максимович,28-08-1998,Васильева Анна Сергеевна,25-05-1989,19-02-2022,2442
4245,Михайлов Артём Андреевич,21-07-1989,Смирнова Стефания Всеволодовна,15-05-1995,21-02-2019,279
4246,Васильев Павел Артёмович,29-05-1983,Бабушкина Амина Давидовна,22-06-1997,20-07-2020,846
4247,Беляков Матвей Егорович,01-04-1985,Михеева Аделина Елисеевна,12-12-1983,06-09-2018,927
4248,Овчинников Владимир Алексеевич,18-01-1990,Латышева Злата Михайловна,30-05-1989,10-10-2018,3521
4249,Воробьев Савва Павлович,16-05-1992,Бабушкина Амина Давидовна,05-09-1999,19-06-2020,1251
4250,Давыдов Иван Матвеевич,27-11-1991,Баранова Дарья Владимировна,09-11-1994,26-08-2019,3483
4251,Васильев Егор Тимофеевич,07-09-1995,Борисова София Фёдоровна,31-05-1994,15-06-2022,2120
4252,Воробьев Савва Павлович,17-06-1990,Архипова Варвара Макаровна,27-11-1984,17-06-2018,2431
4253,Новиков Даниил Матвеевич,12-08-1986,Васильева Полина Михайловна,21-04-1981,08-02-2023,1400
4254,Муравьев Тимур Андреевич,10-12-1999,Иванова Дарья Сергеевна,20-02-1990,12-09-2022,4848
4255,Хромов Кирилл Александрович,11-08-1983,Лукина Арина Кирилловна,22-11-1992,09-07-2018,3200
4256,Сорокин Артём Даниилович,26-10-1997,Савельева София Мироновна,19-11-1990,06-03-2019,1766
4257,Медведев Артём Ярославович,24-07-1985,Пирогова Агата Ивановна,19-03-1982,05-01-2020,1114
4258,Васильев Давид Тимофеевич,27-11-1986,Архипова Варвара Макаровна,09-06-1993,25-11-2023,3807
4259,Соловьев Илья Денисович,26-07-1997,Колосова Виктория Дмитриевна,13-05-1993,03-05-2019,4869
4260,Новиков Андрей Денисович,20-04-1989,Седова София Игоревна,23-10-1992,18-11-2021,4750
4261,Волков Герман Степанович,09-07-1992,Тихомирова Ксения Львовна,12-01-1984,21-07-2019,2435
4262,Новиков Виктор Маркович,15-12-1985,Емельянова Арина Артёмовна,16-05-1999,17-04-2021,3962
4263,Аникин Фёдор Степанович,06-05-1992,Пирогова Агата Ивановна,03-10-1984,09-07-2019,4948
4264,Аникин Фёдор Степанович,14-03-1990,Петрова Юлия Никитична,17-12-1986,03-07-2020,3071
4265,Марков Максим Александрович,13-05-1981,Лукина Арина Кирилловна,08-10-1994,04-03-2020,4938
4266,Герасимов Давид Петрович,08-11-1995,Вавилова Маргарита Никитична,14-07-1997,11-04-2018,2865
4267,Ильин Матвей Максимович,31-01-1998,Куликова Дарья Георгиевна,22-10-1990,20-08-2023,3427
4268,Иванов Иван Макарович,17-08-1992,Куликова Дарья Георгиевна,03-09-1988,12-10-2018,30
4269,Мельников Арсений Данилович,18-01-1993,Павловская Вероника Владимировна,09-12-1994,08-05-2020,2770
4270,Васильев Павел Артёмович,10-11-1993,Казакова Арина Александровна,04-12-1998,27-05-2021,2861
4271,Колесов Адам Петрович,05-09-1983,Крылова Елизавета Владиславовна,24-01-1980,13-01-2020,3682
4272,Петров Матвей Юрьевич,14-06-1999,Крылова Елизавета Владиславовна,26-03-1993,07-06-2020,4809
4273,Соловьев Илья Денисович,11-02-1982,Борисова Вероника Савельевна,13-11-1995,04-09-2021,2628
4274,Винокуров Степан Николаевич,04-07-1985,Кудряшова Полина Алиевна,07-02-1988,19-09-2021,450
4275,Царев Мартин Андреевич,01-12-1985,Петровская Амира Тимофеевна,24-01-1994,14-04-2023,1032
4276,Попов Степан Кириллович,12-02-1996,Павлова Агата Савельевна,05-10-1992,24-05-2021,2770
4277,Новиков Даниил Матвеевич,26-05-1986,Баранова Дарья Владимировна,03-05-1981,21-06-2018,1339
4278,Поликарпов Даниил Петрович,05-02-1980,Пирогова Агата Ивановна,09-12-1985,21-08-2018,1028
4279,Миронов Фёдор Григорьевич,03-01-1984,Иванова Дарья Сергеевна,08-11-1980,07-06-2022,1402
4280,Муратов Вячеслав Дмитриевич,05-07-1998,Иванова Дарья Сергеевна,06-03-1984,06-10-2019,3816
4281,Миронов Фёдор Григорьевич,09-12-1994,Кузьмина Айлин Степановна,19-12-1993,31-05-2022,3352
4282,Сергеев Андрей Иванович,02-03-1997,Назарова Ульяна Арсеновна,30-11-1999,09-09-2023,3430
4283,Елисеев Денис Никитич,18-07-1985,Дубова Ксения Алексеевна,10-09-1980,02-09-2018,4969
4284,Миронов Фёдор Григорьевич,21-12-1985,Борисова София Фёдоровна,02-01-1994,02-12-2023,2140
4285,Филатов Лука Андреевич,10-07-1983,Колосова Виктория Дмитриевна,30-04-1994,07-03-2021,1988
4286,Фомин Лев Александрович,17-04-1992,Князева Валерия Ивановна,28-11-1994,14-06-2021,1337
4287,Иванов Даниил Сергеевич,15-01-1991,Лаврентьева Таисия Артёмовна,22-02-1998,04-07-2018,1101
4288,Калачев Всеволод Леонидович,18-01-1983,Григорьева Алиса Марковна,19-04-1994,04-12-2023,4816
4289,Булгаков Иван Владимирович,17-08-1988,Григорьева Алиса Марковна,13-06-1980,22-10-2021,322
4290,Степанов Андрей Григорьевич,04-02-1980,Козлова Ясмина Михайловна,15-12-1980,01-02-2018,322
4291,Жуков Андрей Петрович,20-06-1999,Петухова Алиса Алексеевна,06-09-1989,20-11-2019,1774
4292,Дмитриев Тимофей Михайлович,14-03-1999,Смирнова Дарья Леонидовна,03-03-1980,15-05-2018,4572
4293,Иванов Владимир Владиславович,01-04-1996,Савельева София Мироновна,20-08-1991,28-02-2022,1421
4294,Гусев Богдан Александрович,10-03-1999,Кочеткова Полина Робертовна,16-07-1998,29-07-2018,4138
4295,Булгаков Иван Владимирович,12-08-1991,Ершова София Максимовна,17-02-1998,24-07-2018,4997
4296,Горшков Егор Артёмович,22-07-1993,Степанова Екатерина Владимировна,27-07-1998,14-05-2019,1556
4297,Елисеев Денис Никитич,30-06-1985,Лаврентьева Таисия Артёмовна,26-05-1996,24-11-2019,3948
4298,Смирнов Дмитрий Григорьевич,06-11-1984,Львова Дарина Марковна,16-02-1998,17-01-2018,2322
