,Groom fullname,Groom birth date,Bride fullname,Bride birth date,Wedding date,Registry office number
1475,Круглов Роман Максимович,18-09-1984,Иванова Алиса Тихоновна,09-03-1990,13-10-2018,575
1476,Кочетков Андрей Леонидович,16-04-1996,Семенова Анна Кирилловна,14-11-1984,06-03-2019,84
1477,Буров Дмитрий Лукич ,08-12-1984,Колесникова Злата Никитична,04-10-1980,13-10-2020,1065
1478,Пантелеев Максим Алексеевич,05-11-1987,Васильева Анна Сергеевна,05-11-1993,16-06-2023,1496
1479,Власов Андрей Семёнович,26-04-1989,Лобанова Полина Андреевна,09-01-1996,13-07-2020,1751
1480,Васильев Павел Артёмович,05-09-1986,Зайцева Ксения Артемьевна,10-08-1990,04-08-2020,1739
1481,Левин Артемий Степанович,27-02-1993,Пахомова Майя Никитична,07-07-1994,09-05-2019,1944
1482,Симонов Савва Дмитриевич,28-02-1995,Николаева Алиса Григорьевна,29-09-1983,18-06-2018,796
1483,Шестаков Константин Степанович,07-03-1985,Дроздова Марина Михайловна,12-04-1985,30-08-2018,1393
1484,Левин Артемий Степанович,07-01-1996,Борисова София Фёдоровна,26-03-1997,20-01-2023,1110
1485,Власов Денис Степанович,14-03-1982,Михайлова София Алексеевна,12-05-1989,23-05-2020,1615
1486,Елисеев Денис Никитич,10-12-1999,Кононова Алина Георгиевна,08-05-1987,21-03-2018,1551
1487,Жуков Андрей Петрович,31-01-1994,Вишневская Алисия Андреевна,18-05-1980,09-01-2023,1747
1488,Титов Артур Артёмович,19-02-1993,Семенова Анна Кирилловна,17-06-1986,18-10-2021,1395
1489,Герасимов Давид Петрович,18-04-1982,Вишневская Алисия Андреевна,14-03-1987,06-02-2018,1726
1490,Корнилов Олег Вадимович,11-07-1985,Львова Дарина Марковна,25-07-1997,22-12-2019,1788
1491,Пименов Демид Валерьевич,14-07-1995,Крылова Елизавета Владиславовна,15-07-1994,25-07-2022,1219
1492,Егоров Максим Даниилович,31-07-1982,Ершова София Максимовна,08-04-1991,06-08-2022,1140
1493,Сергеев Марк Алиевич,11-06-1989,Антипова София Игоревна,17-02-1996,16-09-2019,1645
1494,Мельников Арсений Данилович,18-01-1982,Антипова София Игоревна,17-04-1987,02-08-2021,938
1495,Сергеев Андрей Иванович,02-02-1990,Колесникова Злата Никитична,31-10-1980,20-03-2022,529
1496,Осипов Дмитрий Платонович,12-02-1981,Зайцева Виктория Никитична,08-12-1982,28-12-2020,1826
1497,Осипов Дмитрий Платонович,06-06-1987,Мартынова Полина Ивановна,25-12-1989,03-10-2023,1532
1498,Дмитриев Тимофей Михайлович,08-08-1993,Зайцева Ксения Артемьевна,06-08-1995,25-03-2022,148
1499,Верещагин Даниил Демидович,18-08-1995,Павлова Агата Савельевна,19-12-1997,02-12-2020,906
1500,Медведев Артём Ярославович,07-06-1987,Лобанова Полина Андреевна,17-03-1988,06-07-2019,105
1501,Казанцев Марк Назарович,19-12-1984,Савельева София Мироновна,20-02-1989,04-09-2023,429
1502,Горбачев Александр Тихонович,08-08-1996,Лобанова Полина Андреевна,05-01-1994,13-11-2018,382
1503,Пименов Демид Валерьевич,11-03-1986,Архипова Варвара Макаровна,06-09-1996,25-09-2018,951
1504,Винокуров Степан Николаевич,13-01-1985,Самсонова Виктория Степановна,07-09-1997,15-09-2022,766
1505,Иванов Михаил Сергеевич,15-11-1984,Пирогова Агата Ивановна,05-02-1981,13-08-2021,43
1506,Круглов Роман Максимович,03-07-1997,Назарова Алина Михайловна,01-10-1998,13-07-2020,189
1507,Соловьев Илья Денисович,20-02-1990,Колесникова Злата Никитична,17-02-1999,19-09-2019,517
1508,Хромов Кирилл Александрович,18-05-1990,Григорьева Алиса Марковна,29-08-1992,13-08-2021,692
1509,Корнилов Олег Вадимович,28-06-1994,Павлова Александра Ярославовна,28-02-1983,02-09-2021,1380
1510,Лебедев Тимур Максимович,29-07-1982,Михайлова София Алексеевна,08-12-1985,19-05-2020,376
1511,Савельев Роман Михайлович,25-11-1980,Баранова Дарья Владимировна,07-06-1981,14-03-2022,1360
1512,Воробьев Савва Павлович,27-10-1994,Ермакова Анастасия Павловна,22-07-1980,21-02-2023,596
1513,Буров Дмитрий Лукич ,20-01-1998,Богомолова Лидия Вячеславовна,29-05-1985,01-12-2018,1648
1514,Белоусов Фёдор Даниилович,22-12-1992,Васильева Анна Сергеевна,22-01-1995,31-03-2023,462
1515,Новиков Андрей Денисович,19-08-1998,Дементьева Екатерина Лукинична,07-03-1990,31-08-2021,1039
1516,Дегтярев Илья Тимофеевич,17-11-1987,Петрова Юлия Никитична,04-09-1982,29-06-2022,126
1517,Макаров Тимур Артёмович,20-10-1993,Назарова Алина Михайловна,01-06-1980,26-12-2022,1640
1518,Осипов Дмитрий Платонович,27-04-1981,Крылова Елизавета Владиславовна,13-12-1992,03-03-2018,913
1519,Муравьев Тимур Андреевич,21-06-1996,Самсонова Виктория Степановна,25-03-1990,21-01-2020,15
1520,Миронов Фёдор Григорьевич,21-02-1995,Кононова Алина Георгиевна,30-09-1998,16-02-2023,1441
1521,Кочетков Андрей Леонидович,12-12-1981,Головина Анисия Михайловна,22-09-1991,27-05-2020,683
1522,Кузнецов Михаил Демидович,21-09-1994,Дубова Ксения Алексеевна,28-04-1989,23-03-2018,1738
1523,Миронов Фёдор Григорьевич,19-04-1992,Рябова Елизавета Владимировна,03-07-1992,13-03-2020,1954
1524,Гусев Богдан Александрович,22-02-1983,Кудряшова Полина Алиевна,30-09-1986,01-03-2022,192
1525,Новиков Даниил Матвеевич,07-01-1992,Смирнова Варвара Борисовна,04-10-1989,02-02-2020,353
1526,Иванов Михаил Сергеевич,05-08-1997,Панина Таисия Денисовна,07-07-1981,25-06-2020,1175
1527,Власов Денис Степанович,07-04-1996,Николаева Алиса Григорьевна,19-08-1987,03-06-2019,1516
1528,Казаков Марк Михайлович,01-04-1990,Козлова Мария Алексеевна,01-05-1995,12-04-2021,1686
1529,Савельев Роман Михайлович,11-01-1986,Попова Вера Ивановна,17-10-1984,15-06-2023,1315
1530,Князев Марк Вадимович,11-09-1983,Лобанова Полина Андреевна,20-08-1980,19-06-2020,532
1531,Ильин Матвей Максимович,02-05-1997,Кузьмина Айлин Степановна,25-12-1997,05-01-2023,1565
1532,Муратов Вячеслав Дмитриевич,11-06-1995,Вишневская Алисия Андреевна,05-01-1986,08-12-2018,1783
1533,Савельев Роман Михайлович,02-09-1983,Назарова Вероника Платоновна,09-04-1990,24-08-2023,737
1534,Дмитриев Тимофей Михайлович,16-10-1996,Николаева Алиса Григорьевна,19-11-1990,25-01-2020,242
1535,Винокуров Кирилл Алиевич,27-11-1994,Рябова Елизавета Владимировна,08-01-1985,23-07-2020,569
1536,Пименов Демид Валерьевич,19-04-1984,Макарова София Тимофеевна,19-07-1994,31-10-2022,61
1537,Новиков Виктор Маркович,30-05-1981,Колесникова Злата Никитична,18-09-1999,29-09-2023,537
1538,Дмитриев Тимофей Михайлович,20-01-1983,Колосова Виктория Дмитриевна,03-11-1997,01-12-2022,1286
1539,Марков Максим Александрович,27-08-1980,Зайцева Ксения Артемьевна,03-03-1988,26-04-2019,142
1540,Молчанов Иван Максимович,25-09-1989,Седова София Игоревна,01-07-1985,03-11-2019,1435
1541,Филатов Лука Андреевич,20-12-1997,Антипова София Игоревна,14-12-1987,13-12-2021,524
1542,Смирнов Степан Константинович,09-05-1997,Савельева София Мироновна,23-07-1998,24-02-2019,1180
1543,Поликарпов Даниил Петрович,19-03-1982,Ермакова Анастасия Павловна,12-10-1993,07-03-2020,94
1544,Фомин Лев Александрович,09-11-1986,Вишневская Алисия Андреевна,28-11-1988,15-01-2022,7
1545,Фетисов Кирилл Артемьевич,18-06-1986,Баранова Дарья Владимировна,22-06-1995,10-05-2020,1043
1546,Воронин Савелий Иванович,20-02-1991,Розанова Виктория Кирилловна,05-11-1983,09-06-2020,1741
1547,Корнилов Олег Вадимович,09-10-1983,Смирнова Екатерина Михайловна,29-07-1995,20-01-2019,172
1548,Миронов Фёдор Григорьевич,29-03-1994,Алексеева Арина Матвеевна,07-07-1987,07-08-2021,248
1549,Белоусов Фёдор Даниилович,16-07-1998,Вавилова Маргарита Никитична,14-07-1985,07-09-2018,1956
1550,Фетисов Кирилл Артемьевич,15-07-1988,Дементьева Екатерина Никитична,19-02-1990,04-09-2020,750
1551,Власов Андрей Семёнович,04-02-1981,Казакова Арина Александровна,19-12-1984,14-11-2022,42
1552,Королев Владимир Даниилович,21-07-1986,Лаврентьева Таисия Артёмовна,03-04-1991,23-01-2018,437
1553,Пантелеев Максим Алексеевич,12-11-1991,Васильева Анна Сергеевна,10-05-1988,27-12-2020,348
1554,Кузнецов Михаил Демидович,13-10-1980,Пирогова Агата Ивановна,29-03-1998,24-04-2018,275
1555,Егоров Максим Даниилович,17-09-1996,Попова Вера Ивановна,23-11-1981,20-02-2023,652
1556,Молчанов Иван Максимович,31-07-1996,Андреева Варвара Арсентьевна,02-10-1983,01-04-2022,938
1557,Калачев Всеволод Леонидович,22-04-1983,Лаврентьева Таисия Артёмовна,04-09-1989,25-02-2022,301
1558,Круглов Роман Максимович,18-11-1996,Григорьева Алиса Марковна,13-12-1987,23-01-2022,1693
1559,Марков Максим Александрович,14-03-1991,Самойлова Дарина Кирилловна,10-04-1992,23-02-2022,435
1560,Дубинин Мирон Егорович,12-01-1996,Михеева Аделина Елисеевна,16-04-1998,13-05-2022,820
1561,Пантелеев Максим Алексеевич,16-10-1996,Хромова Варвара Леоновна,07-12-1986,05-01-2023,1713
1562,Кононов Виктор Максимович,07-07-1997,Ермакова Анастасия Павловна,08-08-1996,14-02-2020,1979
1563,Степанов Андрей Григорьевич,17-03-1980,Николаева Алиса Григорьевна,03-03-1994,27-02-2023,351
1564,Макаров Тимур Артёмович,09-08-1985,Зайцева Вероника Саввична,31-12-1984,23-07-2021,60
1565,Крючков Алексей Васильевич,27-11-1982,Смирнова Стефания Всеволодовна,16-02-1989,05-09-2019,1931
1566,Васильев Егор Тимофеевич,29-06-1998,Ершова София Максимовна,17-02-1987,01-10-2022,783
1567,Романов Вячеслав Савельевич,19-11-1990,Лаврентьева Таисия Артёмовна,18-05-1980,30-05-2020,1498
1568,Власов Денис Степанович,22-02-1980,Васильева Анна Сергеевна,09-02-1980,14-06-2023,788
1569,Молчанов Иван Максимович,03-06-1980,Морозова Ева Данииловна,09-08-1984,17-12-2020,2
1570,Дегтярев Илья Тимофеевич,19-03-1984,Маркова Мария Леоновна,27-04-1991,24-11-2018,1123
1571,Петров Матвей Юрьевич,26-07-1984,Смирнова Дарья Леонидовна,14-05-1982,13-08-2022,1835
1572,Марков Максим Александрович,14-04-1982,Пирогова Агата Ивановна,08-03-1993,19-09-2019,644
1573,Гусев Станислав Викторович,02-03-1989,Лобанова Полина Андреевна,21-02-1995,26-05-2022,1588
1574,Муравьев Тимур Андреевич,11-07-1984,Алексеева Ульяна Тимофеевна,15-03-1981,21-11-2018,19
1575,Смирнов Матвей Максимович,28-09-1998,Хромова Варвара Леоновна,21-03-1982,11-02-2023,1067
1576,Винокуров Степан Николаевич,01-02-1989,Ермакова Анастасия Павловна,07-11-1990,19-04-2021,1119
1577,Родионов Михаил Дмитриевич,27-09-1982,Михайлова София Алексеевна,27-01-1990,21-01-2022,238
1578,Смирнов Степан Константинович,01-08-1990,Куликова Дарья Георгиевна,10-09-1986,07-09-2022,493
1579,Ефремов Дмитрий Всеволодович,05-07-1994,Иванова Анна Григорьевна,30-01-1983,12-02-2019,993
1580,Иванов Даниил Сергеевич,18-12-1986,Добрынина Милана Данииловна,25-09-1997,24-11-2022,205
1581,Левин Артемий Степанович,09-11-1996,Лобанова Полина Андреевна,27-11-1996,10-06-2018,1812
1582,Мельников Арсений Данилович,17-05-1989,Павловская Вероника Владимировна,06-09-1997,07-09-2020,542
1583,Овчинников Владимир Алексеевич,17-12-1989,Вишневская Алисия Андреевна,30-10-1996,05-03-2020,1161
1584,Родионов Михаил Дмитриевич,22-05-1998,Самойлова Дарина Кирилловна,04-08-1994,25-11-2023,1061
1585,Попов Степан Кириллович,03-04-1996,Тихомирова Ксения Львовна,31-05-1987,28-12-2021,1962
1586,Дмитриев Тимофей Михайлович,01-10-1983,Ершова София Максимовна,03-09-1998,29-11-2019,1648
1587,Осипов Дмитрий Платонович,02-10-1997,Кузьмина Айлин Степановна,21-08-1991,27-02-2019,81
1588,Хромов Кирилл Александрович,04-09-1997,Савельева София Мироновна,08-06-1998,07-01-2020,1332
1589,Левин Артемий Степанович,17-08-1983,Седова София Игоревна,11-10-1989,21-04-2021,1746
1590,Макаров Давид Артурович,04-02-1984,Князева Валерия Ивановна,02-04-1996,06-05-2020,1889
1591,Кононов Виктор Максимович,06-10-1999,Розанова Виктория Кирилловна,12-11-1990,16-01-2021,1869
1592,Кононов Виктор Максимович,11-07-1994,Козлова Мария Алексеевна,13-03-1996,12-10-2020,1615
1593,Корнилов Олег Вадимович,02-05-1991,Павлова Агата Савельевна,21-01-1992,11-03-2019,840
1594,Миронов Фёдор Григорьевич,05-08-1992,Кузнецова Ксения Вячеславовна,26-08-1983,19-08-2018,350
1595,Власов Денис Степанович,06-12-1986,Бабушкина Амина Давидовна,24-03-1989,08-07-2020,1508
1596,Винокуров Кирилл Алиевич,22-01-1992,Назарова Ульяна Арсеновна,21-11-1982,29-12-2019,420
1597,Смирнов Матвей Максимович,12-01-1983,Петрова Юлия Никитична,10-09-1993,11-03-2023,113
1598,Федоров Вячеслав Юрьевич,09-01-1998,Вишневская Алисия Андреевна,22-10-1984,26-04-2019,1814
1599,Смирнов Матвей Максимович,28-06-1993,Куликова Дарья Георгиевна,29-06-1992,23-02-2023,629
1600,Смирнов Дамир Даниилович,05-08-1988,Назарова Вероника Платоновна,19-01-1998,15-11-2019,1214
1601,Сорокин Артём Даниилович,29-06-1982,Семенова Анна Кирилловна,11-07-1980,04-09-2020,1247
1602,Новиков Виктор Маркович,24-04-1996,Степанова Екатерина Владимировна,19-10-1993,26-05-2018,1575
1603,Родионов Михаил Дмитриевич,16-10-1999,Розанова Виктория Кирилловна,21-10-1992,18-08-2019,515
1604,Сорокин Артём Даниилович,23-05-1986,Куликова Дарья Георгиевна,17-03-1983,08-02-2018,523
1605,Титов Артур Артёмович,15-04-1983,Петровская Амира Тимофеевна,13-05-1995,05-06-2020,90
1606,Давыдов Иван Матвеевич,30-09-1986,Богомолова Лидия Вячеславовна,31-01-1987,07-05-2018,1735
1607,Смирнов Лев Михайлович,21-06-1985,Семенова Анна Кирилловна,17-08-1994,10-04-2023,710
1608,Егоров Максим Даниилович,07-11-1984,Попова Вера Ивановна,27-12-1988,18-04-2021,168
1609,Медведев Артём Ярославович,02-11-1991,Попова Вера Ивановна,07-11-1983,12-09-2023,500
1610,Осипов Максим Максимович,07-03-1995,Пирогова Агата Ивановна,20-06-1989,10-12-2020,1512
1611,Казаков Марк Михайлович,07-07-1991,Павлова Александра Ярославовна,24-05-1980,05-09-2018,1011
1612,Князев Марк Вадимович,07-08-1988,Иванова Дарья Сергеевна,06-12-1997,10-11-2022,830
1613,Казаков Марк Михайлович,03-01-1993,Старостина Ульяна Даниэльевна,04-12-1996,18-08-2020,677
1614,Левин Артемий Степанович,03-09-1994,Баранова Дарья Владимировна,24-03-1983,22-06-2021,762
1615,Иванов Михаил Сергеевич,13-12-1996,Михайлова София Алексеевна,20-06-1994,25-02-2020,530
1616,Елисеев Денис Никитич,30-12-1980,Вишневская Алисия Андреевна,11-05-1982,13-11-2023,1197
1617,Марков Максим Александрович,15-06-1986,Панина Таисия Денисовна,08-02-1984,27-01-2022,1408
1618,Муратов Вячеслав Дмитриевич,07-12-1995,Михайлова София Алексеевна,31-08-1991,24-12-2018,1540
1619,Муравьев Тимур Андреевич,31-08-1985,Крылова Елизавета Владиславовна,22-05-1996,13-02-2020,439
1620,Калачев Всеволод Леонидович,18-04-1986,Колосова Виктория Дмитриевна,04-07-1995,16-06-2023,149
1621,Белов Евгений Артёмович,28-05-1996,Дементьева Екатерина Лукинична,30-09-1980,25-03-2019,834
1622,Сергеев Андрей Иванович,26-02-1981,Куликова Мелания Платоновна,15-09-1989,05-09-2023,1279
1623,Давыдов Иван Матвеевич,18-10-1988,Добрынина Милана Данииловна,17-11-1993,25-09-2018,1696
1624,Воронин Савелий Иванович,07-12-1995,Зайцева Виктория Никитична,29-04-1990,23-08-2018,1405
1625,Аникин Фёдор Степанович,20-01-1995,Лебедева Мария Егоровна,30-05-1989,18-08-2022,1128
1626,Михайлов Артём Андреевич,19-08-1985,Козлова Мария Алексеевна,04-02-1998,08-01-2019,1474
1627,Иванов Иван Макарович,12-12-1984,Назарова Вероника Платоновна,25-10-1985,13-05-2018,1889
1628,Дубинин Мирон Егорович,06-07-1982,Богомолова Лидия Вячеславовна,13-04-1982,09-04-2023,901
1629,Беляков Матвей Егорович,03-09-1998,Павлова Александра Ярославовна,01-12-1986,15-06-2023,1442
1630,Михайлов Артём Андреевич,15-04-1990,Макарова София Тимофеевна,14-11-1981,18-05-2021,1974
1631,Казаков Марк Михайлович,04-02-1983,Ильина Вероника Олеговна,01-04-1999,26-07-2019,1693
1632,Попов Степан Кириллович,03-09-1984,Павловская Вероника Владимировна,31-07-1988,13-06-2018,109
1633,Попов Степан Кириллович,13-02-1987,Смирнова Стефания Всеволодовна,08-11-1984,08-02-2020,392
1634,Воронин Савелий Иванович,07-03-1989,Дубова Ксения Алексеевна,01-04-1990,31-10-2021,388
1635,Михайлов Артём Андреевич,27-06-1980,Зайцева Вероника Саввична,08-11-1995,26-05-2022,1824
1636,Макаров Давид Артурович,02-06-1991,Пахомова Майя Никитична,30-01-1999,05-06-2023,599
1637,Булгаков Иван Владимирович,26-01-1993,Борисова София Фёдоровна,23-05-1990,16-02-2020,1393
1638,Медведев Артём Ярославович,20-02-1990,Кошелева Эмилия Максимовна,31-05-1982,05-06-2019,1543
1639,Осипов Максим Максимович,10-10-1997,Попова Вера Ивановна,23-06-1981,07-08-2019,70
1640,Соловьев Илья Денисович,17-04-1994,Кузина Полина Ильинична,29-08-1996,15-07-2023,1544
1641,Медведев Артём Ярославович,07-08-1995,Комарова Мария Михайловна,20-04-1980,29-07-2023,1732
1642,Сергеев Марк Алиевич,23-09-1986,Кузьмина Айлин Степановна,01-06-1984,26-09-2018,1507
1643,Кононов Виктор Максимович,01-03-1990,Комарова Мария Михайловна,03-02-1998,02-06-2020,948
1644,Новиков Даниил Матвеевич,12-12-1996,Трофимова Ангелина Матвеевна,13-02-1995,28-10-2022,1360
1645,Новиков Андрей Денисович,18-10-1993,Нечаева Алёна Александровна,13-11-1987,27-08-2018,157
1646,Кочетков Андрей Леонидович,15-07-1996,Маркова Мария Леоновна,09-06-1985,10-08-2019,1535
1647,Герасимов Давид Петрович,06-03-1989,Толкачева Софья Ивановна,29-08-1989,07-11-2023,1837
1648,Фомин Лев Александрович,03-07-1998,Петрова Аделина Данииловна,02-12-1999,25-06-2021,622
1649,Власов Денис Степанович,26-03-1995,Тихомирова Ксения Львовна,29-07-1998,04-07-2019,1160
1650,Сергеев Марк Алиевич,03-08-1981,Дубова Ксения Алексеевна,01-05-1995,28-09-2020,418
1651,Круглов Роман Максимович,18-08-1995,Лаврентьева Таисия Артёмовна,26-10-1990,13-04-2022,434
1652,Иванов Михаил Сергеевич,04-07-1991,Козлова Мария Алексеевна,28-09-1989,24-06-2019,51
1653,Верещагин Даниил Демидович,29-11-1987,Пирогова Агата Ивановна,21-03-1989,11-07-2023,1040
1654,Винокуров Степан Николаевич,25-04-1990,Зайцева Вероника Саввична,30-07-1998,12-08-2020,1139
1655,Савельев Роман Михайлович,04-01-1988,Дубова Ксения Алексеевна,07-05-1998,21-01-2021,1828
1656,Иванов Иван Макарович,06-01-1987,Колесникова Злата Никитична,09-07-1980,13-01-2019,565
1657,Кочетков Андрей Леонидович,07-01-1999,Климова Александра Артемьевна,20-09-1980,25-04-2021,1169
1658,Поликарпов Даниил Петрович,30-06-1980,Григорьева Алиса Марковна,08-05-1987,12-07-2019,75
1659,Симонов Савва Дмитриевич,08-08-1995,Лобанова Полина Андреевна,21-02-1980,10-03-2019,674
1660,Елисеев Денис Никитич,04-12-1996,Григорьева Ксения Данииловна,29-04-1993,10-11-2020,1723
1661,Муравьев Тимур Андреевич,11-05-1992,Зайцева Вероника Саввична,25-06-1983,23-08-2023,1792
1662,Миронов Фёдор Григорьевич,04-09-1994,Самсонова Виктория Степановна,20-10-1997,27-04-2019,1925
1663,Фомин Лев Александрович,23-01-1994,Лобанова Полина Андреевна,14-09-1995,16-06-2023,1773
1664,Васильев Павел Артёмович,10-08-1994,Васильева Полина Михайловна,09-10-1997,03-03-2020,1172
1665,Муратов Вячеслав Дмитриевич,24-08-1996,Суворова Стефания Артёмовна,13-01-1998,02-06-2021,780
1666,Смирнов Лев Михайлович,22-02-1997,Назарова Ульяна Арсеновна,28-09-1987,24-11-2018,1237
1667,Яковлев Даниил Георгиевич,06-06-1982,Назарова Вероника Платоновна,25-01-1980,13-07-2023,545
1668,Лебедев Тимур Максимович,19-05-1981,Ермакова Анастасия Павловна,17-09-1980,14-09-2018,1940
1669,Сергеев Марк Алиевич,09-10-1992,Кононова Алина Георгиевна,06-05-1990,08-09-2019,391
1670,Медведев Артём Ярославович,01-09-1986,Добрынина Милана Данииловна,19-07-1996,15-05-2023,1636
1671,Кузнецов Михаил Демидович,23-05-1982,Самойлова Дарина Кирилловна,07-07-1983,15-03-2019,1184
1672,Корчагин Даниил Борисович,25-04-1994,Зайцева Вероника Саввична,20-07-1981,20-06-2023,812
1673,Воронин Савелий Иванович,07-08-1981,Розанова Виктория Кирилловна,09-02-1995,08-05-2021,1690
1674,Новиков Даниил Матвеевич,09-11-1981,Лобанова Полина Андреевна,17-02-1996,24-08-2021,895
1675,Иванов Иван Макарович,12-10-1984,Петрова Аделина Данииловна,20-12-1990,20-06-2018,225
1676,Марков Максим Александрович,09-04-1988,Антипова София Игоревна,15-05-1992,20-05-2022,1840
1677,Егоров Максим Даниилович,20-12-1993,Петровская Амира Тимофеевна,28-11-1990,19-08-2021,1472
1678,Васильев Павел Артёмович,07-01-1983,Степанова Екатерина Владимировна,26-09-1986,21-08-2020,954
1679,Дмитриев Тимофей Михайлович,17-03-1988,Зайцева Ксения Артемьевна,30-03-1998,02-05-2020,564
1680,Васильев Давид Тимофеевич,21-08-1984,Антипова София Игоревна,26-04-1983,02-05-2019,910
1681,Елисеев Денис Никитич,12-07-1986,Панина Таисия Денисовна,21-04-1986,30-12-2020,196
1682,Федоров Вячеслав Юрьевич,06-12-1992,Архипова Варвара Макаровна,20-12-1982,12-06-2021,319
1683,Фомин Лев Александрович,30-11-1986,Кузнецова Ксения Вячеславовна,02-09-1989,28-06-2018,706
1684,Дубинин Мирон Егорович,25-03-1984,Павлова Александра Ярославовна,09-10-1990,14-11-2022,1643
1685,Миронов Фёдор Григорьевич,29-09-1997,Степанова Екатерина Владимировна,15-07-1991,10-01-2020,985
1686,Жуков Андрей Петрович,02-08-1995,Казакова Арина Александровна,07-02-1987,19-06-2020,1415
1687,Новиков Даниил Матвеевич,22-11-1999,Кудряшова Полина Алиевна,16-10-1995,10-02-2019,1172
1688,Сорокин Артём Даниилович,15-04-1994,Степанова Екатерина Владимировна,17-06-1994,18-12-2022,1107
1689,Хромов Кирилл Александрович,14-07-1981,Кузнецова Ксения Вячеславовна,21-08-1986,16-11-2019,1906
1690,Белов Евгений Артёмович,12-02-1987,Куликова Дарья Георгиевна,27-01-1987,23-01-2018,678
1691,Фомин Лев Александрович,21-02-1985,Латышева Злата Михайловна,28-03-1989,28-07-2018,1148
1692,Крючков Алексей Васильевич,05-02-1995,Дементьева Екатерина Никитична,19-09-1999,19-07-2021,27
1693,Романов Вячеслав Савельевич,29-07-1987,Иванова Дарья Сергеевна,14-11-1996,13-03-2019,341
1694,Савельев Роман Михайлович,11-10-1982,Савельева София Мироновна,09-03-1998,23-08-2023,173
1695,Константинов Артемий Викторович,10-05-1997,Петрова Юлия Никитична,05-02-1983,10-02-2020,399
1696,Хромов Кирилл Александрович,26-11-1997,Кузьмина Айлин Степановна,22-12-1983,13-07-2019,1606
1697,Воробьев Савва Павлович,07-01-1991,Куликова Дарья Георгиевна,13-08-1989,01-11-2020,1919
1698,Мельников Арсений Данилович,11-04-1989,Вавилова Маргарита Никитична,22-01-1996,13-07-2023,1183
1699,Фетисов Кирилл Артемьевич,19-07-1985,Пахомова Майя Никитична,11-06-1989,15-09-2023,837
1700,Осипов Дмитрий Платонович,06-03-1985,Семенова Анна Кирилловна,19-06-1999,05-11-2019,637
1701,Фомин Лев Александрович,25-09-1997,Назарова Вероника Платоновна,16-09-1980,18-06-2023,360
1702,Муратов Вячеслав Дмитриевич,19-06-1990,Смирнова Дарья Леонидовна,02-03-1993,14-02-2018,1785
1703,Родионов Михаил Дмитриевич,05-08-1991,Баранова Дарья Владимировна,24-06-1986,21-08-2021,549
1704,Королев Владимир Даниилович,01-07-1987,Мартынова Полина Ивановна,12-08-1990,15-09-2022,226
1705,Поликарпов Даниил Петрович,22-05-1986,Иванова Дарья Сергеевна,20-12-1981,31-10-2019,927
1706,Корчагин Даниил Борисович,14-11-1999,Кононова Алина Георгиевна,25-04-1986,27-09-2022,750
1707,Колесов Адам Петрович,15-11-1998,Ильина Вероника Олеговна,19-01-1996,19-08-2023,1617
1708,Петров Матвей Юрьевич,10-12-1998,Добрынина Милана Данииловна,09-02-1982,22-06-2022,819
1709,Васильев Павел Артёмович,13-04-1993,Иванова Анна Григорьевна,11-03-1987,10-06-2023,928
1710,Новиков Виктор Маркович,24-02-1993,Вавилова Маргарита Никитична,06-03-1994,02-05-2023,1033
1711,Горбачев Александр Тихонович,04-04-1983,Павловская Вероника Владимировна,12-01-1990,25-10-2020,502
1712,Калачев Всеволод Леонидович,16-04-1997,Михеева Аделина Елисеевна,01-09-1981,23-06-2020,166
1713,Винокуров Степан Николаевич,31-05-1982,Петровская Ева Егоровна,02-03-1998,28-10-2020,1701
1714,Петров Матвей Юрьевич,24-05-1993,Добрынина Милана Данииловна,27-02-1996,18-02-2021,881
1715,Булгаков Иван Владимирович,19-11-1981,Лаврентьева Таисия Артёмовна,30-08-1984,18-01-2018,635
1716,Поликарпов Даниил Петрович,09-01-1995,Васильева Полина Михайловна,19-07-1988,11-01-2021,1062
1717,Дубинин Мирон Егорович,01-06-1982,Самойлова Дарина Кирилловна,17-04-1983,06-08-2021,1055
1718,Муравьев Тимур Андреевич,04-11-1984,Латышева Злата Михайловна,24-08-1993,01-12-2020,989
1719,Сергеев Андрей Иванович,24-03-1982,Лукина Арина Кирилловна,07-01-1997,23-04-2021,958
1720,Мельников Арсений Данилович,18-01-1993,Ершова София Максимовна,27-10-1988,18-09-2018,834
1721,Степанов Андрей Григорьевич,20-05-1985,Богомолова Лидия Вячеславовна,15-10-1982,17-02-2022,1074
1722,Дмитриев Тимофей Михайлович,20-04-1994,Пирогова Агата Ивановна,19-11-1996,22-11-2021,638
1723,Пименов Демид Валерьевич,02-06-1985,Архипова Варвара Макаровна,24-09-1989,28-06-2023,1632
1724,Васильев Павел Артёмович,30-03-1991,Трофимова Ангелина Матвеевна,24-09-1991,06-12-2023,1055
1725,Пименов Демид Валерьевич,10-05-1980,Дементьева Екатерина Лукинична,12-11-1981,06-11-2021,398
1726,Михайлов Артём Андреевич,08-08-1988,Пахомова Майя Никитична,06-08-1999,29-12-2021,1921
1727,Васильев Егор Тимофеевич,25-04-1996,Григорьева Алиса Марковна,18-02-1995,26-01-2020,1060
1728,Шестаков Константин Степанович,21-10-1985,Добрынина Милана Данииловна,13-08-1984,26-11-2021,428
1729,Попов Степан Кириллович,12-07-1980,Степанова Екатерина Владимировна,18-04-1999,07-10-2020,337
