,Groom fullname,Groom birth date,Bride fullname,Bride birth date,Wedding date,Registry office number
7289,Пантелеев Максим Алексеевич,14-07-1995,Куликова Дарья Георгиевна,18-08-1982,19-05-2019,6685
7290,Соловьев Илья Денисович,11-04-1983,Крылова Елизавета Владиславовна,18-07-1989,14-06-2020,8928
7291,Макаров Давид Артурович,19-05-1993,Николаева Алиса Григорьевна,19-12-1992,02-07-2023,4788
7292,Медведев Александр Платонович,01-07-1982,Смирнова Ясмина Ивановна,30-09-1982,23-03-2023,8803
7293,Левин Артемий Степанович,15-05-1987,Павлова Агата Савельевна,17-02-1999,26-09-2022,1802
7294,Воронин Савелий Иванович,06-08-1984,Головина Анисия Михайловна,10-08-1992,06-10-2022,3341
7295,Поликарпов Даниил Петрович,03-11-1996,Крылова Елизавета Владиславовна,10-10-1990,12-11-2020,7867
7296,Макаров Давид Артурович,15-07-1992,Кузина Полина Ильинична,27-12-1996,17-05-2019,7873
7297,Смирнов Лев Михайлович,28-04-1989,Хромова Варвара Леоновна,18-11-1998,29-05-2022,1941
7298,Кочетков Андрей Леонидович,19-06-1982,Бабушкина Амина Давидовна,23-08-1995,02-01-2019,8474
7299,Воробьев Савва Павлович,04-07-1994,Смирнова Ясмина Ивановна,20-07-1985,15-12-2023,9895
7300,Миронов Фёдор Григорьевич,12-11-1997,Баранова Дарья Владимировна,20-07-1980,20-11-2018,7167
7301,Горбачев Александр Тихонович,09-04-1982,Морозова Дарина Артёмовна,07-01-1994,13-05-2021,3871
7302,Муратов Вячеслав Дмитриевич,02-06-1982,Казакова Арина Александровна,28-01-1983,21-01-2018,5972
7303,Пименов Демид Валерьевич,22-02-1986,Толкачева Софья Ивановна,12-12-1993,06-12-2021,9489
7304,Калачев Всеволод Леонидович,20-09-1989,Кузина Полина Ильинична,22-10-1986,05-12-2019,7878
7305,Воронин Савелий Иванович,12-06-1981,Хромова Варвара Леоновна,14-04-1998,01-03-2023,2637
7306,Медведев Артём Ярославович,02-05-1986,Седова София Игоревна,27-06-1995,19-03-2021,7914
7307,Лебедев Тимур Максимович,18-12-1991,Куликова Дарья Георгиевна,15-08-1992,15-03-2023,5229
7308,Молчанов Иван Максимович,05-03-1992,Климова Александра Артемьевна,10-03-1991,17-11-2020,6354
7309,Иванов Даниил Сергеевич,24-10-1992,Петровская Амира Тимофеевна,08-05-1998,26-07-2022,7336
7310,Молчанов Иван Максимович,18-02-1985,Павлова Агата Савельевна,19-06-1985,26-05-2021,1228
7311,Фетисов Кирилл Артемьевич,25-06-1993,Самсонова Виктория Степановна,10-08-1981,24-04-2019,1923
7312,Лебедев Тимур Максимович,21-10-1988,Зайцева Виктория Никитична,05-03-1994,12-09-2021,1709
7313,Данилов Владимир Егорович,27-07-1988,Медведева София Ильинична,21-08-1995,15-02-2019,8432
7314,Колесов Адам Петрович,06-05-1996,Ершова София Максимовна,10-02-1993,25-11-2023,3693
7315,Беляков Матвей Егорович,27-11-1989,Михайлова София Алексеевна,23-09-1982,30-11-2018,6559
7316,Горшков Егор Артёмович,22-06-1998,Зайцева Виктория Никитична,26-05-1983,04-12-2019,8420
7317,Королев Владимир Даниилович,04-04-1980,Козлова Ясмина Михайловна,26-03-1982,12-01-2022,1819
7318,Пименов Демид Валерьевич,11-03-1996,Лаврентьева Таисия Артёмовна,26-10-1987,06-08-2023,487
7319,Буров Дмитрий Лукич ,02-09-1987,Зайцева Виктория Никитична,08-04-1986,19-03-2019,7556
7320,Горбачев Александр Тихонович,17-06-1994,Крылова Елизавета Владиславовна,11-10-1994,30-01-2020,1011
7321,Герасимов Давид Петрович,21-02-1985,Смирнова Екатерина Михайловна,30-10-1995,14-08-2018,6149
7322,Хромов Кирилл Александрович,31-08-1981,Васильева Полина Михайловна,10-05-1988,09-12-2022,3160
7323,Степанов Андрей Григорьевич,29-12-1993,Старостина Ульяна Даниэльевна,03-03-1992,22-03-2022,4145
7324,Новиков Виктор Маркович,17-12-1985,Кузьмина Айлин Степановна,28-12-1991,15-04-2019,2712
7325,Казанцев Марк Назарович,01-07-1984,Львова Дарина Марковна,04-11-1980,04-07-2019,5501
7326,Винокуров Кирилл Алиевич,07-09-1983,Маркова Мария Леоновна,21-04-1998,21-08-2023,2780
7327,Фомин Лев Александрович,14-08-1987,Панина Таисия Денисовна,16-12-1994,18-09-2018,8493
7328,Елисеев Денис Никитич,24-01-1995,Петрова Юлия Никитична,02-10-1992,26-02-2018,9062
7329,Давыдов Иван Матвеевич,25-08-1988,Иванова Дарья Сергеевна,03-03-1994,18-04-2018,2458
7330,Константинов Артемий Викторович,15-04-1993,Казакова Арина Александровна,21-11-1986,18-02-2018,6960
7331,Попов Степан Кириллович,28-07-1990,Лукина Арина Кирилловна,18-09-1995,08-11-2021,3089
7332,Винокуров Кирилл Алиевич,30-06-1991,Казакова Арина Александровна,10-10-1997,28-10-2018,4930
7333,Левин Артемий Степанович,15-03-1992,Савельева София Мироновна,30-01-1992,21-05-2018,6947
7334,Смирнов Дмитрий Григорьевич,21-11-1982,Смирнова Екатерина Михайловна,03-05-1988,23-03-2018,5163
7335,Воробьев Савва Павлович,27-08-1998,Павлова Александра Ярославовна,07-05-1985,28-02-2018,3997
7336,Кононов Виктор Максимович,25-03-1987,Трофимова Ангелина Матвеевна,23-08-1998,22-09-2022,1337
7337,Горбачев Александр Тихонович,04-12-1994,Григорьева Алиса Марковна,27-06-1995,27-09-2022,3341
7338,Попов Степан Кириллович,23-09-1991,Назарова Вероника Платоновна,24-03-1996,08-08-2019,9633
7339,Герасимов Давид Петрович,17-09-1990,Михеева Аделина Елисеевна,14-04-1990,22-03-2020,8562
7340,Пименов Демид Валерьевич,04-02-1984,Пирогова Агата Ивановна,09-07-1991,23-03-2021,1654
7341,Воробьев Савва Павлович,04-09-1994,Андреева Варвара Арсентьевна,13-09-1987,14-05-2022,1285
7342,Федоров Вячеслав Юрьевич,14-09-1992,Ермакова Анастасия Павловна,03-06-1980,01-02-2020,6457
7343,Белов Евгений Артёмович,29-07-1996,Савельева София Мироновна,08-03-1993,14-05-2020,2337
7344,Горшков Егор Артёмович,08-10-1990,Комарова Мария Михайловна,16-05-1984,27-03-2018,8467
7345,Казанцев Марк Назарович,29-10-1983,Лобанова Полина Андреевна,25-03-1996,23-07-2023,2013
7346,Симонов Савва Дмитриевич,24-02-1983,Назарова Ульяна Арсеновна,08-07-1980,03-11-2020,2456
7347,Васильев Павел Артёмович,31-01-1999,Савельева София Мироновна,02-04-1988,21-06-2021,3963
7348,Марков Максим Александрович,23-09-1994,Николаева Алиса Григорьевна,30-04-1992,15-06-2020,8921
7349,Корнилов Олег Вадимович,21-10-1994,Баранова Дарья Владимировна,21-09-1983,17-05-2019,2269
7350,Смирнов Степан Константинович,09-04-1993,Петровская Амира Тимофеевна,04-11-1988,10-01-2019,1700
7351,Иванов Иван Макарович,08-10-1995,Павлова Александра Ярославовна,06-12-1984,04-03-2020,559
7352,Новиков Даниил Матвеевич,30-07-1995,Лебедева Мария Егоровна,22-04-1990,09-05-2020,2197
7353,Егоров Максим Даниилович,29-01-1982,Кузьмина Айлин Степановна,24-06-1983,06-04-2023,8314
7354,Петров Матвей Юрьевич,18-04-1981,Алексеева Ульяна Тимофеевна,20-04-1986,28-10-2018,9260
7355,Новиков Даниил Матвеевич,18-05-1983,Петухова Алиса Алексеевна,31-05-1997,11-09-2019,1311
7356,Дегтярев Илья Тимофеевич,07-04-1986,Куликова Дарья Георгиевна,23-12-1989,19-04-2018,7173
7357,Корчагин Даниил Борисович,03-06-1996,Кузина Полина Ильинична,13-08-1980,12-04-2019,4311
7358,Левин Артемий Степанович,28-09-1985,Андреева Варвара Арсентьевна,13-12-1990,27-01-2022,5022
7359,Белоусов Фёдор Даниилович,29-10-1994,Кузина Полина Ильинична,28-08-1995,08-11-2018,5502
7360,Горбачев Александр Тихонович,03-07-1991,Андреева Варвара Арсентьевна,13-08-1980,27-07-2020,5702
7361,Поликарпов Даниил Петрович,23-01-1987,Макарова София Тимофеевна,13-11-1995,12-04-2020,4590
7362,Дубинин Мирон Егорович,09-01-1982,Крылова Елизавета Владиславовна,17-02-1996,16-04-2019,9121
7363,Герасимов Давид Петрович,26-07-1982,Борисова Вероника Савельевна,10-07-1990,18-11-2019,2083
7364,Белов Евгений Артёмович,19-02-1999,Лукина Арина Кирилловна,28-02-1985,11-02-2018,5283
7365,Власов Денис Степанович,11-03-1992,Вавилова Маргарита Никитична,26-08-1983,04-04-2023,6294
7366,Иванов Владимир Владиславович,24-01-1984,Кочеткова Полина Робертовна,16-02-1981,22-01-2022,2106
7367,Муравьев Тимур Андреевич,08-05-1989,Семенова Анна Кирилловна,09-12-1981,31-12-2018,2289
7368,Жуков Андрей Петрович,27-05-1980,Степанова Екатерина Владимировна,17-09-1988,18-04-2018,2054
7369,Медведев Артём Ярославович,22-06-1992,Борисова София Фёдоровна,04-11-1996,15-08-2023,6865
7370,Васильев Павел Артёмович,04-11-1996,Дементьева Екатерина Никитична,10-01-1981,24-05-2022,2578
7371,Муравьев Тимур Андреевич,03-12-1994,Толкачева Софья Ивановна,25-01-1984,25-08-2023,3452
7372,Соловьев Илья Денисович,23-08-1991,Борисова Вероника Савельевна,16-07-1984,02-04-2019,1137
7373,Корчагин Даниил Борисович,29-05-1998,Дементьева Екатерина Лукинична,30-12-1996,15-12-2021,8726
7374,Родионов Михаил Дмитриевич,04-11-1992,Алексеева Арина Матвеевна,29-11-1997,13-07-2021,7531
7375,Титов Артур Артёмович,11-12-1990,Борисова София Фёдоровна,11-11-1992,11-12-2019,1585
7376,Дубинин Мирон Егорович,04-07-1982,Вавилова Маргарита Никитична,20-06-1998,23-04-2018,4765
7377,Жуков Андрей Петрович,07-12-1984,Алексеева Ульяна Тимофеевна,27-07-1988,06-11-2018,3210
7378,Попов Степан Кириллович,23-05-1981,Павлова Агата Савельевна,26-01-1990,12-03-2022,1453
7379,Белоусов Фёдор Даниилович,21-11-1984,Козлова Мария Алексеевна,09-10-1980,19-06-2018,3973
7380,Колесов Адам Петрович,20-02-1987,Смирнова Стефания Всеволодовна,06-01-1988,09-07-2023,9863
7381,Попов Степан Кириллович,27-07-1995,Головина Анисия Михайловна,15-12-1992,03-08-2022,1346
7382,Винокуров Кирилл Алиевич,08-10-1993,Васильева Полина Михайловна,17-02-1991,24-08-2018,5627
7383,Буров Дмитрий Лукич ,19-03-1990,Павлова Агата Савельевна,15-07-1987,31-10-2018,995
7384,Васильев Павел Артёмович,03-02-1987,Кононова Алина Георгиевна,04-07-1999,25-08-2020,2354
7385,Мельников Арсений Данилович,21-10-1988,Алексеева Арина Матвеевна,20-11-1996,03-07-2020,3524
7386,Константинов Артемий Викторович,15-03-1999,Ермакова Анастасия Павловна,03-09-1991,03-06-2022,5867
7387,Горшков Егор Артёмович,28-09-1999,Иванова Алиса Тихоновна,20-07-1999,01-10-2018,6788
7388,Воробьев Савва Павлович,28-06-1981,Казакова Арина Александровна,02-09-1987,16-06-2023,5278
7389,Ильин Матвей Максимович,23-12-1999,Павлова Александра Ярославовна,18-02-1985,22-01-2023,7001
7390,Буров Дмитрий Лукич ,28-05-1982,Дементьева Екатерина Лукинична,24-01-1987,26-04-2021,5370
7391,Волков Герман Степанович,05-06-1987,Зайцева Ксения Артемьевна,11-06-1997,15-08-2023,2715
7392,Буров Дмитрий Лукич ,13-06-1998,Морозова Ева Данииловна,24-12-1996,30-01-2019,2875
7393,Корнилов Олег Вадимович,21-11-1991,Баранова Дарья Владимировна,12-10-1980,01-02-2020,2125
7394,Суворов Матвей Богданович,21-08-1983,Казакова Арина Александровна,19-08-1981,04-07-2019,9593
7395,Дегтярев Илья Тимофеевич,29-03-1983,Смирнова Дарья Леонидовна,30-11-1996,01-11-2018,108
7396,Миронов Фёдор Григорьевич,11-05-1988,Морозова Дарина Артёмовна,06-04-1985,03-05-2022,1919
7397,Иванов Михаил Сергеевич,09-12-1995,Хромова Варвара Леоновна,08-11-1996,06-02-2019,5192
7398,Фетисов Кирилл Артемьевич,01-08-1990,Семенова Анна Кирилловна,28-01-1999,22-05-2023,9572
7399,Романов Вячеслав Савельевич,10-05-1986,Козлова Мария Алексеевна,13-12-1981,23-02-2018,458
7400,Сергеев Андрей Иванович,01-03-1986,Куликова Дарья Георгиевна,26-11-1997,18-09-2020,3476
7401,Фетисов Кирилл Артемьевич,08-12-1991,Морозова Ева Данииловна,09-07-1998,25-05-2023,8271
7402,Дегтярев Илья Тимофеевич,27-08-1981,Иванова Анна Григорьевна,07-07-1989,17-11-2019,8992
7403,Царев Мартин Андреевич,01-02-1981,Комарова Мария Михайловна,02-09-1985,11-09-2020,8650
7404,Савельев Роман Михайлович,05-01-1982,Дубова Ксения Алексеевна,17-02-1982,02-08-2023,9876
7405,Титов Артур Артёмович,31-10-1987,Добрынина Милана Данииловна,24-02-1999,27-09-2020,5017
7406,Суворов Матвей Богданович,18-03-1989,Григорьева Алиса Марковна,24-01-1987,20-09-2022,1431
7407,Корнилов Олег Вадимович,25-10-1996,Дубова Ксения Алексеевна,14-08-1991,01-11-2020,9147
7408,Дмитриев Тимофей Михайлович,17-09-1994,Зайцева Ксения Артемьевна,02-07-1987,22-07-2019,1322
7409,Егоров Максим Даниилович,12-07-1980,Колесникова Злата Никитична,05-12-1998,31-08-2020,2827
7410,Васильев Егор Тимофеевич,29-06-1992,Емельянова Арина Артёмовна,17-04-1993,14-12-2019,2471
7411,Елисеев Денис Никитич,12-10-1992,Толкачева Софья Ивановна,18-09-1991,21-12-2022,1184
7412,Овчинников Владимир Алексеевич,16-05-1984,Козлова Мария Алексеевна,03-03-1980,27-08-2018,7542
7413,Мельников Арсений Данилович,21-05-1988,Кузина Полина Ильинична,19-12-1985,29-06-2021,2775
7414,Степанов Андрей Григорьевич,17-05-1987,Козлова Ясмина Михайловна,23-12-1996,19-12-2023,4584
7415,Сорокин Артём Даниилович,12-12-1987,Иванова Анна Григорьевна,28-01-1985,27-03-2018,7370
7416,Михайлов Артём Андреевич,29-11-1986,Богомолова Лидия Вячеславовна,31-01-1983,23-12-2023,449
7417,Симонов Савва Дмитриевич,29-12-1999,Толкачева Софья Ивановна,08-12-1997,03-04-2018,2210
7418,Аникин Фёдор Степанович,11-10-1998,Седова София Игоревна,30-03-1997,03-05-2021,4737
7419,Лебедев Тимур Максимович,25-10-1986,Зайцева Виктория Никитична,15-12-1991,13-12-2019,2996
7420,Ильин Матвей Максимович,05-05-1986,Михайлова София Алексеевна,18-05-1984,02-12-2021,7348
7421,Попов Вячеслав Михайлович,09-07-1992,Антипова София Игоревна,05-03-1992,31-12-2022,2132
7422,Гусев Богдан Александрович,25-01-1990,Дубова Ксения Алексеевна,04-07-1991,12-08-2019,9455
7423,Ефремов Дмитрий Всеволодович,03-12-1997,Семенова Анна Кирилловна,30-12-1980,10-05-2020,6785
7424,Воробьев Савва Павлович,14-07-1994,Казакова Арина Александровна,25-03-1998,08-10-2023,1074
7425,Смирнов Степан Константинович,23-07-1990,Вавилова Маргарита Никитична,27-12-1990,01-05-2022,6508
7426,Жуков Андрей Петрович,16-02-1995,Колесникова Злата Никитична,19-07-1990,20-11-2022,5595
7427,Медведев Александр Платонович,02-10-1999,Нечаева Алёна Александровна,21-07-1992,08-01-2022,3949
7428,Смирнов Матвей Максимович,20-12-1988,Пирогова Агата Ивановна,07-07-1988,06-05-2021,3929
7429,Титов Артур Артёмович,22-02-1998,Латышева Злата Михайловна,02-02-1990,07-05-2023,2289
7430,Сергеев Андрей Иванович,26-06-1995,Павлова Агата Савельевна,07-03-1990,15-01-2020,2342
7431,Ильин Матвей Максимович,05-07-1997,Лебедева Мария Егоровна,11-08-1985,21-03-2022,458
7432,Муравьев Тимур Андреевич,29-11-1999,Иванова Алиса Тихоновна,09-10-1987,23-11-2018,7012
7433,Пантелеев Максим Алексеевич,27-06-1981,Старостина Ульяна Даниэльевна,23-04-1991,04-10-2022,1979
7434,Осипов Максим Максимович,14-09-1995,Толкачева Софья Ивановна,26-12-1987,29-12-2020,6398
7435,Буров Дмитрий Лукич ,19-03-1994,Баранова Дарья Владимировна,02-08-1999,06-10-2022,9581
7436,Смирнов Лев Михайлович,07-10-1991,Князева Валерия Ивановна,01-06-1984,20-02-2020,2632
7437,Жуков Андрей Петрович,07-06-1989,Григорьева Алиса Марковна,22-02-1985,12-10-2022,5191
7438,Булгаков Иван Владимирович,02-10-1983,Козлова Ясмина Михайловна,26-12-1983,08-11-2022,3459
7439,Попов Степан Кириллович,19-02-1999,Розанова Виктория Кирилловна,09-11-1988,18-06-2022,2555
7440,Суворов Матвей Богданович,30-01-1999,Розанова Виктория Кирилловна,22-08-1991,06-10-2021,3735
7441,Сорокин Артём Даниилович,29-06-1995,Тихомирова Ксения Львовна,05-12-1980,03-04-2018,2798
7442,Герасимов Давид Петрович,19-04-1995,Дементьева Екатерина Никитична,06-05-1987,13-07-2021,182
7443,Ильин Матвей Максимович,05-06-1984,Иванова Алиса Тихоновна,10-10-1980,18-01-2020,6726
7444,Царев Мартин Андреевич,20-04-1995,Баранова Дарья Владимировна,06-12-1988,20-06-2018,8006
7445,Дмитриев Тимофей Михайлович,17-01-1988,Кузина Полина Ильинична,31-08-1991,07-05-2018,6320
7446,Молчанов Иван Максимович,01-05-1987,Розанова Виктория Кирилловна,18-08-1989,25-09-2023,1271
7447,Савельев Роман Михайлович,26-09-1981,Кузина Полина Ильинична,30-12-1987,26-04-2018,671
7448,Елисеев Денис Никитич,20-07-1986,Петрова Аделина Данииловна,18-06-1993,20-04-2022,4132
7449,Соловьев Илья Денисович,05-06-1981,Кузина Полина Ильинична,25-01-1992,21-05-2019,6591
7450,Смирнов Степан Константинович,20-04-1992,Розанова Виктория Кирилловна,19-10-1985,28-05-2022,819
7451,Родионов Михаил Дмитриевич,21-09-1984,Кузьмина Айлин Степановна,04-03-1989,17-10-2019,6478
7452,Соловьев Илья Денисович,07-02-1987,Козлова Ясмина Михайловна,30-01-1991,10-08-2020,7654
7453,Калачев Всеволод Леонидович,11-10-1983,Кудряшова Полина Алиевна,30-01-1988,28-01-2022,2271
7454,Смирнов Дмитрий Григорьевич,23-08-1986,Морозова Ева Данииловна,28-05-1980,18-05-2019,3636
7455,Елисеев Денис Никитич,24-08-1989,Григорьева Ксения Данииловна,04-08-1983,10-06-2022,1184
7456,Казанцев Марк Назарович,11-06-1984,Панина Таисия Денисовна,17-12-1992,30-08-2018,5440
7457,Фомин Лев Александрович,17-03-1985,Андреева Варвара Арсентьевна,04-09-1991,12-09-2019,8097
7458,Новиков Андрей Денисович,27-06-1991,Нечаева Алёна Александровна,13-02-1986,25-03-2019,722
7459,Васильев Давид Тимофеевич,16-09-1986,Головина Анисия Михайловна,27-06-1996,30-05-2019,3376
7460,Михайлов Артём Андреевич,16-04-1995,Петрова Аделина Данииловна,27-07-1996,20-06-2021,1279
7461,Жуков Андрей Петрович,24-11-1986,Петрова Аделина Данииловна,16-01-1986,26-12-2019,364
7462,Белов Евгений Артёмович,02-12-1993,Лобанова Полина Андреевна,24-04-1996,02-12-2023,2312
7463,Кононов Виктор Максимович,11-07-1996,Тихомирова Ксения Львовна,16-03-1988,28-07-2018,1433
7464,Филатов Лука Андреевич,26-05-1982,Петухова Алиса Алексеевна,17-06-1983,12-08-2023,2454
7465,Кузнецов Михаил Демидович,18-04-1991,Дементьева Екатерина Лукинична,05-08-1991,25-11-2018,9432
7466,Медведев Александр Платонович,25-02-1992,Андреева Варвара Арсентьевна,17-08-1984,17-06-2018,1179
7467,Константинов Артемий Викторович,21-01-1983,Назарова Алина Михайловна,09-03-1987,03-07-2021,1709
7468,Пантелеев Максим Алексеевич,19-01-1996,Кузнецова Ксения Вячеславовна,08-07-1980,25-04-2019,6975
7469,Романов Вячеслав Савельевич,30-12-1982,Архипова Варвара Макаровна,29-12-1993,19-02-2021,9680
7470,Егоров Максим Даниилович,24-07-1997,Баранова Дарья Владимировна,11-09-1983,09-06-2018,5596
7471,Белов Евгений Артёмович,22-05-1982,Панина Таисия Денисовна,02-09-1993,23-04-2020,7283
7472,Сергеев Марк Алиевич,20-04-1983,Кудряшова Полина Алиевна,13-06-1992,01-08-2022,3032
7473,Шестаков Константин Степанович,09-08-1980,Иванова Алиса Тихоновна,06-08-1993,11-02-2023,208
7474,Сорокин Артём Даниилович,17-01-1990,Дементьева Екатерина Никитична,11-07-1994,06-09-2023,277
7475,Филатов Лука Андреевич,21-02-1995,Колосова Виктория Дмитриевна,02-11-1990,25-09-2020,5004
7476,Дмитриев Тимофей Михайлович,08-05-1990,Мартынова Полина Ивановна,11-09-1995,19-09-2020,7246
7477,Молчанов Иван Максимович,11-08-1993,Михеева Аделина Елисеевна,02-01-1994,04-08-2018,180
7478,Герасимов Давид Петрович,14-03-1993,Толкачева Софья Ивановна,31-05-1987,11-07-2021,117
7479,Корчагин Даниил Борисович,18-05-1983,Семенова Анна Кирилловна,06-04-1998,21-02-2023,9069
7480,Поликарпов Даниил Петрович,08-06-1991,Добрынина Милана Данииловна,04-03-1984,03-10-2019,7954
7481,Осипов Дмитрий Платонович,18-05-1987,Павлова Агата Савельевна,15-06-1987,15-09-2023,229
7482,Егоров Максим Даниилович,01-05-1994,Смирнова Стефания Всеволодовна,07-05-1980,31-01-2019,8890
7483,Корнилов Олег Вадимович,30-08-1998,Морозова Ева Данииловна,17-01-1988,02-07-2023,5961
7484,Ильин Матвей Максимович,11-12-1994,Зайцева Виктория Никитична,29-07-1999,19-09-2022,1742
7485,Беляков Матвей Егорович,01-01-1989,Кузина Полина Ильинична,07-09-1995,25-07-2018,9871
7486,Казанцев Марк Назарович,02-12-1991,Крылова Елизавета Владиславовна,30-06-1983,20-05-2022,9817
7487,Кочетков Андрей Леонидович,29-07-1982,Куликова Мелания Платоновна,31-10-1982,08-09-2018,8415
7488,Медведев Александр Платонович,12-03-1999,Архипова Варвара Макаровна,14-07-1997,07-08-2021,294
7489,Суворов Матвей Богданович,29-10-1985,Богомолова Лидия Вячеславовна,20-01-1988,26-08-2023,7854
7490,Гусев Богдан Александрович,13-04-1990,Розанова Виктория Кирилловна,02-02-1981,27-05-2020,7217
7491,Ильин Матвей Максимович,30-11-1987,Назарова Ульяна Арсеновна,08-11-1987,20-11-2022,3803
7492,Елисеев Денис Никитич,09-03-1988,Назарова Вероника Платоновна,18-12-1999,24-02-2019,5897
7493,Горшков Егор Артёмович,07-03-1999,Панина Таисия Денисовна,16-08-1988,04-02-2021,7983
7494,Муратов Вячеслав Дмитриевич,10-09-1995,Маркова Мария Леоновна,06-04-1995,27-02-2019,7716
7495,Попов Вячеслав Михайлович,26-02-1997,Кузнецова Ксения Вячеславовна,14-07-1995,13-07-2023,7409
7496,Миронов Фёдор Григорьевич,25-04-1986,Григорьева Ксения Данииловна,05-02-1999,30-04-2021,7291
7497,Давыдов Иван Матвеевич,14-12-1988,Борисова София Фёдоровна,01-03-1985,09-07-2022,3600
7498,Васильев Павел Артёмович,05-09-1990,Смирнова Дарья Леонидовна,18-04-1998,28-12-2019,6871
7499,Васильев Давид Тимофеевич,04-10-1996,Комарова Мария Михайловна,14-12-1997,09-04-2022,4417
7500,Смирнов Дамир Даниилович,18-04-1982,Дементьева Екатерина Лукинична,08-01-1995,29-08-2021,8487
7501,Волков Герман Степанович,05-11-1989,Назарова Вероника Платоновна,07-10-1989,11-01-2019,3744
7502,Егоров Максим Даниилович,23-09-1992,Иванова Анна Григорьевна,14-07-1999,27-01-2019,5148
7503,Новиков Андрей Денисович,24-08-1987,Куликова Дарья Георгиевна,03-10-1995,21-02-2018,1515
7504,Винокуров Кирилл Алиевич,08-07-1988,Петухова Алиса Алексеевна,13-09-1999,15-07-2018,2324
7505,Круглов Роман Максимович,27-12-1984,Михайлова София Алексеевна,03-10-1985,08-01-2020,9567
7506,Егоров Максим Даниилович,27-06-1988,Латышева Злата Михайловна,13-06-1999,03-01-2020,526
7507,Гусев Станислав Викторович,11-09-1981,Самойлова Дарина Кирилловна,29-03-1992,23-03-2021,8705
7508,Соловьев Илья Денисович,12-03-1992,Зайцева Вероника Саввична,05-05-1985,09-08-2020,9187
7509,Герасимов Давид Петрович,05-09-1984,Пирогова Агата Ивановна,13-02-1995,03-12-2019,5059
7510,Сорокин Артём Даниилович,01-07-1995,Зайцева Виктория Никитична,20-04-1993,05-05-2023,8426
7511,Ильин Матвей Максимович,21-03-1993,Михайлова София Алексеевна,11-04-1982,07-12-2021,1506
7512,Дубинин Мирон Егорович,31-07-1989,Розанова Виктория Кирилловна,08-07-1983,20-04-2019,3912
7513,Лебедев Тимур Максимович,30-07-1994,Архипова Варвара Макаровна,25-06-1992,29-01-2021,1614
7514,Поликарпов Даниил Петрович,12-07-1986,Казакова Арина Александровна,30-12-1994,07-03-2018,5091
7515,Медведев Александр Платонович,14-06-1987,Нечаева Алёна Александровна,24-01-1990,17-09-2020,8292
7516,Винокуров Кирилл Алиевич,17-02-1995,Самсонова Виктория Степановна,04-05-1984,18-11-2023,2378
7517,Верещагин Даниил Демидович,27-06-1982,Нечаева Алёна Александровна,22-07-1981,08-08-2022,1532
7518,Муратов Вячеслав Дмитриевич,16-02-1989,Пахомова Майя Никитична,22-03-1991,05-09-2020,27
7519,Смирнов Дамир Даниилович,22-08-1999,Дроздова Марина Михайловна,04-11-1989,21-07-2018,749
7520,Новиков Андрей Денисович,21-09-1981,Павловская Вероника Владимировна,17-04-1988,05-02-2022,5642
7521,Кононов Виктор Максимович,17-04-1983,Григорьева Алиса Марковна,26-08-1982,09-10-2018,8617
7522,Казанцев Марк Назарович,29-12-1992,Петровская Амира Тимофеевна,07-02-1982,07-02-2021,3660
7523,Мельников Арсений Данилович,11-05-1998,Григорьева Ксения Данииловна,24-08-1989,24-08-2018,9351
7524,Макаров Тимур Артёмович,21-02-1980,Бабушкина Амина Давидовна,30-03-1997,31-12-2021,765
7525,Суворов Матвей Богданович,14-11-1984,Нечаева Алёна Александровна,22-11-1993,29-06-2019,2269
7526,Васильев Павел Артёмович,06-12-1991,Кудряшова Полина Алиевна,15-04-1998,20-09-2019,300
7527,Корнилов Олег Вадимович,29-06-1986,Михеева Аделина Елисеевна,02-03-1986,09-07-2019,3282
7528,Иванов Даниил Сергеевич,02-10-1999,Дубова Ксения Алексеевна,22-10-1982,10-11-2020,5576
7529,Иванов Иван Макарович,08-12-1996,Зайцева Виктория Никитична,28-04-1984,25-04-2021,699
7530,Степанов Андрей Григорьевич,24-01-1993,Дементьева Екатерина Никитична,26-01-1993,25-10-2020,3501
7531,Филатов Лука Андреевич,16-10-1994,Лобанова Полина Андреевна,17-08-1993,30-08-2018,4367
7532,Федоров Вячеслав Юрьевич,24-06-1989,Антипова София Игоревна,24-11-1982,09-12-2022,2412
7533,Горшков Егор Артёмович,31-05-1991,Медведева София Ильинична,25-07-1990,19-09-2021,7354
7534,Ефремов Дмитрий Всеволодович,24-04-1987,Князева Валерия Ивановна,01-06-1983,11-09-2020,1483
7535,Романов Вячеслав Савельевич,20-02-1982,Седова София Игоревна,07-10-1997,17-09-2018,4446
7536,Кононов Виктор Максимович,08-05-1996,Дубова Ксения Алексеевна,20-08-1992,28-10-2018,6824
7537,Данилов Владимир Егорович,13-08-1983,Алексеева Арина Матвеевна,01-05-1980,15-02-2022,3907
7538,Кузнецов Михаил Демидович,03-06-1988,Кононова Алина Георгиевна,09-10-1992,13-04-2020,6725
7539,Смирнов Матвей Максимович,22-03-1998,Пирогова Агата Ивановна,04-06-1997,16-08-2022,371
7540,Фомин Лев Александрович,17-06-1985,Петрова Юлия Никитична,06-04-1991,18-02-2020,2885
7541,Фомин Лев Александрович,10-08-1991,Хромова Варвара Леоновна,24-07-1989,09-06-2019,3363
